area_id,area_name,GRDP
11111,Jongno-gu,29331069
11141,Jung-gu,49949249
11171,Yongsan-gu,10023473
11201,Seongdong-gu,10231864
11216,Gwangjin-gu,5696485
11231,Dongdaemun-gu,6589147
11261,Jungnang-gu,3856334
11291,Seongbuk-gu,5407042
11306,Gangbuk-gu,2759140
11321,Dobong-gu,2906723
11351,Nowon-gu,5606176
11381,Eunpyeong-gu,3866400
11411,Seodaemun-gu,7507777
11441,Mapo-gu,17955655
11471,Yangcheon-gu,6276755
11501,Gangseo-gu,10149098
11531,Guro-gu,12017187
11546,Geumcheon-gu,14953994
11561,Yeongdeungpo-gu,30173741
11591,Dongjak-gu,5521181
11621,Gwanak-gu,5597548
11651,Seocho-gu,30390265
11681,Gangnam-gu,62295492
11711,Songpa-gu,23586997
11741,Gangdong-gu,7519077
26111,Jung-gu,3106284
26141,Seo-gu,3039215
26171,Dong-gu,4203262
26201,Yeongdo-gu,2123839
26231,Busanjin-gu,7185291
26261,Dongnae-gu,3650774
26291,Nam-gu,5314016
26321,Buk-gu,2856278
26351,Haeundae-gu,7083307
26381,Saha-gu,6538217
26411,Geumjeong-gu,4332302
26441,Gangseo-gu,12953821
26471,Yeonje-gu,5605244
26501,Suyeong-gu,2361267
26531,Sasang-gu,7090343
26711,Gijang-gun,5258037
27111,Jung-gu,5027892
27141,Dong-gu,6376313
27171,Seo-gu,3206379
27201,Nam-gu,2336750
27231,Buk-gu,9787970
27261,Suseong-gu,6955681
27291,Dalseo-gu,11014202
27711,Dalseong-gun,7116825
28111,Jung-gu,13455131
28141,Dong-gu,3143586
28178,Yeonsu-gu,6412989
28186,Namdong-gu,9058324
28201,Bupyeong-gu,15137036
28238,Gyeyang-gu,9654629
28246,Seo-gu,4119440
28261,Michuhol-gu,17306008
28711,Ganghwa-gun,1254585
28721,Ongjin-gun,595780
29111,Dong-gu,3003018
29141,Seo-gu,8709905
29156,Nam-gu,2814024
29171,Buk-gu,8669015
29201,Gwangsan_gu,11649626
30111,Dong-gu,3062106
30141,Jung-gu,4305462
30171,Seo-gu,10677653
30201,Yuseong-gu,11457701
30231,Daedeok-gu,7659692
31111,Jung-gu,3987857
31141,Nam-gu,28394201
31171,Dong-gu,10090065
31201,Buk-gu,11200836
31711,Ulju-gun,19181449
36111,Sejong_teugbyeoljachi-si,9261543
41111,Suwon-si,30963276
41131,Seongnam-si,37687633
41151,Uijeongbu-si,5560895
41171,Anyang-si,15525029
41191,Bucheon-si,15833160
41211,Gwangmyeong-si,7011796
41221,Pyeongtaek-si,24535672
41251,Dongducheon-si,1870134
41271,Ansan-si,23708345
41281,Goyang-si,17085215
41291,Gwacheon-si,4378579
41311,Guri-si,3029305
41361,Namyangju-si,8400958
41371,Osan-si,4475187
41391,Siheung-si,13915814
41411,Gunpo-si,6089813
41431,Uiwang-si,3048257
41451,Hanam-si,4828260
41461,Yongin-si,28667356
41481,Paju-si,17980185
41501,Icheon-si,14418388
41551,Anseong-si,7774317
41571,Gimpo-si,10288273
41591,Hwaseong-si,47545964
41611,Gwangju-si,7841731
41631,Yangju-si,5548441
41651,Pocheon-si,6164944
41671,Yeoju-si,3388116
41801,Yeoncheon-gun,1313318
41821,Gapyeong-gun,1494257
41831,Yangpyeong-gun,1605688
42111,Chuncheon-si,6460226
42131,Wonju-si,8002253
42151,Gangneung-si,4740366
42171,Donghae-si,2798341
42191,Taebaek-si,912119
42211,Sokcho-si,1401515
42231,Samcheok-si,2668720
42721,Hongcheon-gun,2109757
42731,Hoengseong-gun,1519023
42751,Yeongwol-gun,1153672
42761,Pyeongchang-gun,1406792
42771,Jeongseon-gun,1212651
42781,Cheorwon-gun,1556122
42791,Hwacheon-gun,1134705
42801,Yanggu-gun,768477
42811,Inje-gun,1260772
42821,Goseong-gun,900623
42831,Yangyang-gun,861852
43111,Chungju-si,6082685
43131,Jecheon-si,2949072
43151,Cheongju-si,26988712
43721,Boeun-gun,1010667
43731,Okcheon-gun,1276876
43741,Yeongdong-gun,1023376
43746,Jincheon-gun,5881596
43751,Goesan-gun,1138380
43761,Eumseong-gun,6721431
43771,Danyang-gun,1136012
43801,Jeungpyeong-gun,982825
44131,Cheonan-si,22348506
44151,Gongju-si,3197369
44181,Boryeong-si,4139826
44201,Asan-si,23656597
44211,Seosan-si,15509556
44231,Nonsan-si,3539582
44251,Gyeryong-si,1352188
44271,Dangjin-si,11675103
44711,Geumsan-gun,2260575
44761,Buyeo-gun,1827253
44771,Seocheon-gun,1989613
44791,Cheongyang-gun,1078537
44801,Hongseong-gun,3070006
44811,Yesan-gun,2674979
