area_id,education_high,education_secondary,education_primary
11110,0.5151311877791838,0.4250148643910173,0.059853947829798915
11140,0.4547597153901779,0.4814530456286324,0.06378723898118968
11170,0.554587523847951,0.3972035008542921,0.048208975297756924
11200,0.4854437535330695,0.45259405816217574,0.06196218830475473
11215,0.4466378878797532,0.49759129355012777,0.055770818570119035
11230,0.3993270286078561,0.5259067698030375,0.07476620158910628
11260,0.27923761814151593,0.6398684289353641,0.08089395292311993
11290,0.42658115415763215,0.502978134225032,0.07044071161733588
11305,0.2722291434682425,0.6302070126309678,0.09756384390078976
11320,0.32406390554067194,0.5974111820706346,0.07852491238869341
11350,0.41470492676490284,0.5170484056696143,0.06824666756548281
11380,0.3770394911897748,0.5553844451194673,0.06757606369075791
11410,0.4837547777365737,0.45216388783838857,0.06408133442503773
11440,0.5328005963744795,0.4160318066389086,0.05116759698661188
11470,0.4537697339930763,0.4929263836536811,0.05330388235324264
11500,0.4104547836743123,0.5329539410493749,0.05659127527631279
11530,0.3610241369743569,0.5693846005763885,0.0695912624492546
11545,0.2972553056848985,0.6307035522351407,0.07204114207996071
11560,0.49688356649966914,0.4470176765289725,0.056098756971358354
11590,0.50311271486379,0.44337452876955535,0.05351275636665476
11620,0.44084524892109367,0.49680830485524535,0.06234644622366101
11650,0.6950053646398048,0.2828113543521525,0.022183281008042715
11680,0.672863484420177,0.303337381901824,0.023799133677999077
11710,0.5643204052138628,0.4001643228370529,0.035515271949084236
11740,0.44468784496504354,0.502541395805225,0.05277075922973139
26110,0.2748177670564791,0.6068225916408831,0.11835964130263779
26140,0.3096042825653406,0.5655925265036212,0.1248031909310381
26170,0.26606050095384387,0.5950003716274807,0.1389391274186755
26200,0.24472761396750137,0.623460265718378,0.13181212031412062
26230,0.3321263586316487,0.5702657123924793,0.09760792897587202
26260,0.3898866983423989,0.5361726829058543,0.07394061875174682
26290,0.3871675314153724,0.518521710651061,0.09431075793356661
26320,0.30613923399947807,0.6100641365293518,0.0837966294711702
26350,0.42703739434031607,0.5069769845644984,0.06598562109518559
26380,0.2773017860673565,0.6297663246849301,0.09293188924771341
26410,0.3915039570145309,0.5187016911439635,0.08979435184150565
26440,0.3806045710626293,0.5613008749231955,0.05809455401417531
26470,0.37067872515249956,0.5466694962752556,0.0826517785722448
26500,0.3999281373710885,0.5226367281071131,0.07743513452179833
26530,0.24772966255616097,0.645577754410562,0.10669258303327704
26710,0.3280843240922144,0.5925968170473149,0.07931885886047073
27110,0.41538136488485106,0.5012375116959947,0.08338112341915427
27140,0.31082641955263385,0.5835956939851757,0.10557788646219037
27170,0.17354218875010743,0.6771689467524481,0.1492888644974444
27200,0.28581315931579465,0.6050760185882371,0.10911082209596824
27230,0.3164102336717953,0.6011173679776527,0.08247239835055203
27260,0.48812528222019685,0.4536050773317968,0.05826964044800638
27290,0.32791650262604605,0.5964475083974837,0.0756359889764703
27710,0.2830453313724689,0.6353291483403007,0.08162552028723033
28110,0.33508537206931704,0.5994043068297655,0.06551032110091744
28140,0.18150163220892274,0.6844940152339499,0.1340043525571273
28177,0.22694090414092385,0.6845247541548783,0.08853434170419784
28185,0.4357434717407275,0.5240943007886733,0.040162227470599304
28200,0.2730059993545278,0.6582512124708764,0.06874278817459581
28237,0.26902961111444795,0.6574669999399368,0.07350338894561516
28245,0.24843861308888882,0.6828867471514347,0.06867463975967646
28260,0.2850644618129728,0.6584445393849531,0.05649099880207417
28710,0.18360405061711058,0.6104011608856434,0.205994788497246
28720,0.24808954902593908,0.5976751695188892,0.15428909697556775
29110,0.4433409066320459,0.46891701828410687,0.08774207508384724
29140,0.40587526446147987,0.5323535992275173,0.061771136311002776
29155,0.42777986174374366,0.49128664058732113,0.0809334976689352
29170,0.3826177499040611,0.5418629053250785,0.07551934477086034
29200,0.34448023770648545,0.5954076754482739,0.06011208684524072
30110,0.29153538428859704,0.5974389189243864,0.11102569678701657
30140,0.3330985088646237,0.5667928848185981,0.1001086063167782
30170,0.42765652629709894,0.5126274235094095,0.059716050193491584
