area_id,education_high,education_secondary,education_primary
30200,0.5636879289801809,0.3938377888536475,0.042474282166171606
30230,0.2765485168908762,0.6286502011808581,0.09480128192826576
31110,0.27730540726709146,0.6441256242465989,0.07856896848630962
31140,0.35215417433952634,0.5924881944317829,0.055357631228690724
31170,0.23027064167652786,0.7017368400961942,0.06799251822727793
31200,0.2740877363491783,0.6758702951051423,0.050041968545679445
31710,0.2788287174414771,0.6354630316518298,0.08570825090669304
36110,0.514293226651401,0.4271093700596092,0.05859740328898977
41110,0.4112081690170876,0.5389120576545283,0.04987977332838406
41130,0.4734454896374135,0.4696588069134497,0.056895703449136796
41150,0.27294834014107033,0.6518800829135974,0.0751715769453322
41170,0.4132923156069268,0.5299584291012887,0.05674925529178456
41190,0.28687929115837657,0.6447757224543501,0.06834498638727332
41210,0.35108144570351985,0.5823759159544215,0.06654263834205858
41220,0.28219093407999146,0.6492262222740735,0.06858284364593503
41250,0.19208495370649073,0.6890569127225881,0.11885813357092118
41270,0.25543959660992416,0.6853495369492764,0.059210866440799474
41280,0.42548429746136224,0.5221654657053348,0.05235023683330291
41290,0.6320333291091117,0.3326732986947155,0.03529337219617285
41310,0.33447125455815035,0.600416574658176,0.06511217078367361
41360,0.3218934686954132,0.6109487875217557,0.06715774378283104
41370,0.27328117213708497,0.6767375791793602,0.04998124868355484
41390,0.2660240448789229,0.6824729796412142,0.05150297547986293
41410,0.38472441479519953,0.5559445604386277,0.0593310247661727
41430,0.41503818233900885,0.5327990833443956,0.052162734316595516
41450,0.42105881747996443,0.5284207356041518,0.050520446915883734
41460,0.5045104816763721,0.45285366548692974,0.04263585283669816
41480,0.3003049733749585,0.6288127684751812,0.07088225814986027
41500,0.24598996336319695,0.6641061954168078,0.08990384121999528
41550,0.27149942405595906,0.6269076281251679,0.10159294781887306
41570,0.38112927191679047,0.5688648239079735,0.05000590417523592
41590,0.3799979743952612,0.5722237581537434,0.04777826745099542
41610,0.28862410673164063,0.6500408563490766,0.06133503691928271
41630,0.23158720261870896,0.6822623385226896,0.08615045885860141
41650,0.18869709850304933,0.6859064867861763,0.12539641471077434
41670,0.21325384086218757,0.6537790494800754,0.13296710965773706
41800,0.20383743058995282,0.6240777913918507,0.17208477801819652
41820,0.24267701260911737,0.6220791817300062,0.13524380566087646
41830,0.30272202113268254,0.5723008299513729,0.12497714891594457
42110,0.36224108360086194,0.541796433040551,0.09596248335858697
42130,0.3394596187163943,0.571630783223009,0.08890959806059674
42150,0.3239838102587524,0.5541994109957951,0.12181677874545255
42170,0.26320110130211294,0.6047057932027432,0.13209310549514391
42190,0.21845061116617112,0.6002642880740007,0.1812851007598282
42210,0.27392293958103336,0.616933120715269,0.10914393970369765
42230,0.2868067153028039,0.5425683396325921,0.17062494506460402
42720,0.21679032258064515,0.5965,0.18670967741935485
42730,0.1933718455457586,0.6067778375470683,0.1998503169071731
42750,0.20273838911533384,0.5863424995694356,0.2109191113152305
42760,0.2062606292517007,0.5957164115646258,0.19802295918367346
42770,0.17926446128257253,0.5980718289903283,0.22266370972709912
42780,0.2368012626594765,0.5991582270156517,0.16404051032487177
42790,0.26875788883175167,0.5795427983731476,0.15169931279510074
42800,0.2425610076095513,0.6006822356336919,0.15675675675675677
42810,0.2767031118587048,0.5787776843285675,0.1445192038127278
42820,0.2137173774665818,0.582511139401655,0.20377148313176321
42830,0.23579987550575787,0.5811157796451915,0.18308434484905073
43110,0.3342472442856695,0.5847857015221392,0.08096705419219138
43130,0.29624837594949677,0.5696117912805335,0.13413983276996977
43150,0.24872494669509596,0.6048699360341151,0.14640511727078892
43720,0.14399699935213284,0.5856037098919085,0.2703992907559587
43730,0.16603409315284878,0.6239880652026063,0.2099778416445449
43740,0.2078217916746595,0.5753165164013044,0.21686169192403607
43745,0.252103241372742,0.6276707197053875,0.12022603892187053
43750,0.22953003711306572,0.6547397327315488,0.11573023015538547
43760,0.22044376693766937,0.5549062782294489,0.22464995483288167
43770,0.19997820401046207,0.6536011818269882,0.14642061416254964
43800,0.18128834355828222,0.5894555214723927,0.22925613496932515
44130,0.334450414029115,0.600959270883203,0.06459031508768197
44150,0.2564119025455012,0.5575813993301876,0.1860066981243112
44180,0.1953652164034988,0.6051118936726116,0.19952288992388958
44200,0.2924522807681668,0.6193344786919617,0.08821324053987159
44210,0.2362759279743944,0.6223957481067424,0.14132832391886319
44230,0.21232394366197183,0.589778951486698,0.1978971048513302
44250,0.4601820716804724,0.48623527160392577,0.05358265671560185
44270,0.21743003695635532,0.6412380031040554,0.14133195993958925
44710,0.1910308805210132,0.5711475839762222,0.2378215355027646
44760,0.15990212518394306,0.5636357414188427,0.2764621333972143
44770,0.16321621853792628,0.5562451679408985,0.28053861352117515
44790,0.13336175352588014,0.5715655973569221,0.29507264911719777
44800,0.25237902993252204,0.5721206528634869,0.175500317203991
44810,0.1945662074462029,0.5843675281794376,0.22106626437435956
44825,0.19544691375855283,0.5668971493563937,0.23765593688505351
45110,0.41051284032480123,0.5127735944480346,0.07671356522716417
45130,0.2984778005345923,0.5947903287395425,0.10673620994897073
45140,0.3061514125028974,0.5793315467791192,0.11451704071798334
45180,0.19741944951051296,0.596838773242773,0.20574177724671405
45190,0.20127718961895766,0.5690542312192509,0.22966857916179145
45210,0.18143316265388387,0.5881087264407887,0.2304581109053274
45710,0.2804798962386511,0.5595255911403771,0.15999451262097175
45720,0.19294261507555244,0.5247183160101319,0.28233906891431565
45730,0.17480707915530705,0.549327665080172,0.27586525576452103
45740,0.1824609593570375,0.5215931634365939,0.29594587720636856
45750,0.16847536754166836,0.5244686514599287,0.30705598099840287
45770,0.17474689274837435,0.5283973989628776,0.296855708288748
45790,0.17597397248991023,0.5458981961947121,0.27812783131537766
45800,0.17319124100214003,0.5716694407816519,0.25513931821620806
46110,0.27481565049623125,0.6229350948044233,0.10224925469934544
46130,0.23303151245484252,0.6292902232745533,0.13767405868474508
46150,0.3065527489470051,0.5869655973446755,0.10648165370831938
46170,0.29570728558434317,0.5338849603395831,0.17039797345539548
46230,0.23552669395744813,0.6672130001475877,0.0972680736695744
46710,0.22332183853748405,0.5346024847654589,0.242075676697057
46720,0.162506347904215,0.5411148873002851,0.29637876479549985
46730,0.18070828643172568,0.5279677894189974,0.291323924149277
46770,0.12084997993684468,0.5398384479840891,0.33931157207906626
46780,0.1343361295921319,0.5555394851026902,0.31009545849002024
46790,0.2253558389332769,0.5651445402754995,0.20951725840873414
46800,0.16021561043944332,0.5555927764412096,0.2842220665712458
46810,0.17056654374790478,0.5556486758297017,0.27378478042239357
46820,0.14390153928703175,0.5960964485730574,0.2600187799725008
46830,0.19520915266356811,0.594796946308019,0.20997287009190518
46840,0.30235817517872754,0.5386257264825387,0.15900324024070359
46860,0.15623054037224104,0.5513388223898152,0.292499827025531
46870,0.18800166218314635,0.5751591102946001,0.23683922752225356
46880,0.21657911595131327,0.545829596412556,0.23756566303651505
46890,0.1420584124181564,0.5835356433458397,0.2744304666617622
46900,0.15386651540934013,0.5699754206844394,0.27615806390622044
46910,0.12827013944911836,0.5673043678690792,0.30442549268180247
47110,0.2690281759673175,0.6320321027578116,0.0989397212748708
47130,0.2672625361138602,0.5876163298998354,0.14512113398630447
47150,0.2562519196262589,0.5875349574045037,0.15621312296923748
47170,0.26620345472927914,0.5558399839381619,0.1779565613325589
47190,0.25527923448593876,0.6836383112177825,0.06108245429627869
47210,0.20988357447181363,0.5973735802766612,0.19274284525152513
47230,0.1929764047729404,0.5961432744440731,0.21088032078298644
47250,0.21737722362303083,0.5518286335561776,0.2307941428207916
47280,0.20046193672396956,0.5713909255785835,0.22814713769744693
47290,0.3445823989498441,0.5613916248385428,0.09402597621161314
47720,0.13883513040272785,0.5821122477191042,0.27905262187816793
47730,0.1258806355385364,0.5683880931728267,0.3057312712886369
47750,0.15661755060994273,0.554851121507586,0.28853132788247127
47760,0.1450381679389313,0.5514769332890807,0.30348489877198803
47770,0.1356527093596059,0.5790948275862069,0.28525246305418717
47820,0.17514801959983667,0.5705134748877093,0.25433850551245407
47830,0.15174350406995343,0.6146162869228309,0.23364020900721572
47840,0.15287588294651866,0.6154137235116044,0.2317103935418769
47850,0.1984011481009844,0.6916702039496291,0.10992864794938653
47900,0.21977095626786192,0.5310360425190699,0.24919300121306823
47920,0.15338589328452767,0.5535689145431508,0.29304519217232156
47930,0.21869635815356067,0.5639294827186268,0.21737415912781258
47940,0.21525155317334632,0.6328420026799854,0.1519064441466683
48120,0.30777832336398536,0.6234811623962146,0.06874163021158824
48170,0.36792108511287774,0.5285711441729598,0.10350777071416248
48220,0.206463301758601,0.6532818684889423,0.1402449831623309
48240,0.23369668748015662,0.6080008466504392,0.15830246586940416
48250,0.30419099553852624,0.6305694863093565,0.06523951815211729
48270,0.2292123586653323,0.5881757979686136,0.18261184336605413
48310,0.25104356366761477,0.6805365144973502,0.06841992183503509
48330,0.3046196046367485,0.626340186472194,0.06904020889105751
48720,0.15512999261871566,0.5686459443943246,0.27622406298695973
48730,0.2083416015730702,0.6266664261360562,0.16499197229087367
48740,0.16884064580862904,0.610471586244641,0.2206877679467299
48820,0.1678997640699086,0.6055615365233525,0.2265845110749708
48840,0.1595799111350478,0.576679682240474,0.2637134778510839
48850,0.17587060323491913,0.5512612184695382,0.2728681782955426
48860,0.18409609910219915,0.5369912722495073,0.2789126286482935
48870,0.19521900944746637,0.5422845691382766,0.2624964214142571
48880,0.19959729086582464,0.5806150466776496,0.21978766245652573
48890,0.1472452584371007,0.5352892541277278,0.3174654874351715
50110,0.33873825107032135,0.5813198169381428,0.07993947148270263
50130,0.2824475759432377,0.5967811003287415,0.12077791173389726
