"행정구역별(1)",행정구역별(2),2016,2016,2018,2018,2021,2021
"행정구역별(1)",행정구역별(2),당해년가격,2015년 기준년가격,당해년가격,2015년 기준년가격,당해년가격,2015년 기준년가격
"전북특별자치도",장수군,550863,540035,546368,529694,580290,505898
"전북특별자치도",임실군,697300,677951,782850,722520,880077,745132
"전북특별자치도",순창군,752790,722495,720399,675304,776059,678660
"전북특별자치도",고창군,1409978,1368560,1752668,1671223,1670372,1510421
"전북특별자치도",부안군,1281819,1249072,1462804,1353561,1485539,1297695
"전라남도",소계,71615402,70449724,75424584,72888289,88383883,76965787
"전라남도",목포시,3909811,3857829,4222818,4031975,4594091,4167158
"전라남도",여수시,24923569,24405635,26408107,25201552,30566998,25202528
"전라남도",순천시,5841618,5687629,6084240,5873757,6383982,5908372
"전라남도",나주시,4061975,3968510,4381126,4181659,5380719,4698462
"전라남도",광양시,9112426,9174985,9688279,9770940,13834369,11128012
"전라남도",담양군,1279622,1249375,1338706,1245963,1552619,1384673
"전라남도",곡성군,984646,972822,954984,930916,1154432,1086656
"전라남도",구례군,559850,544980,553644,525150,616413,573887
"전라남도",고흥군,1283774,1273866,1355894,1275847,1644323,1538179
"전라남도",보성군,858477,840566,942601,853639,1041673,910875
"전라남도",화순군,1548525,1513999,1559249,1505196,1906431,1797239
"전라남도",장흥군,895256,872714,992227,940840,1091632,989163
"전라남도",강진군,777057,758492,886144,838795,1012211,946336
"전라남도",해남군,1874173,1772144,2064661,1982592,2336840,2108278
"전라남도",영암군,3260031,3334559,2899669,2822583,3280495,3267733
"전라남도",무안군,2757494,2707972,2997313,2795522,3558764,3089157
"전라남도",함평군,831278,817195,935405,900076,1108784,987800
"전라남도",영광군,2521594,2410823,2335811,2655142,1930076,2286510
"전라남도",장성군,1700150,1659101,1791993,1706469,2071864,1868137
"전라남도",완도군,1008893,1017840,1094448,1071120,1183003,1124692
"전라남도",진도군,678448,668068,825791,751186,925886,804969
"전라남도",신안군,946734,940621,1111474,1015846,1208280,1017441
"경상북도",소계,107440609,105745496,108782638,103149107,113285841,106052369
"경상북도",포항시,16832213,16577396,18577440,17619206,23796214,22042475
"경상북도",경주시,10788832,10368574,10170999,10046935,11434250,11010534
"경상북도",김천시,5278287,5119433,5528117,5200107,5812964,5164176
"경상북도",안동시,4374643,4294296,4898006,4623462,5810226,5281473
"경상북도",구미시,35560024,35813760,33860074,31239828,26380995,25015183
"경상북도",영주시,2682658,2620111,3005261,2887433,3395389,3132836
"경상북도",영천시,3478398,3345559,3620926,3427993,4272694,3840553
"경상북도",상주시,2300239,2204996,2158129,2030880,2746818,2443149
"경상북도",문경시,1489604,1461459,1678535,1619984,1858161,1704363
"경상북도",경산시,7523611,7367591,7793697,7561864,8312918,7874095
"경상북도",군위군,808467,782144,817747,776092,999035,886381
"경상북도",의성군,1248065,1215400,1291476,1187848,1481328,1263904
"경상북도",청송군,687372,688724,714079,680437,760103,673517
"경상북도",영양군,441207,434077,401808,371830,495945,423758
"경상북도",영덕군,780566,766412,778714,730968,918724,813263
"경상북도",청도군,1024597,1013657,1021327,962504,1222943,1102921
"경상북도",고령군,1349229,1297736,1506063,1409911,1724830,1546882
"경상북도",성주군,1773532,1658747,1829546,1786123,2452578,2195698
"경상북도",칠곡군,4072406,3951429,4283321,4130492,4285319,3949616
"경상북도",예천군,1115032,1086330,1194195,1094223,1369671,1157297
"경상북도",봉화군,985253,970191,1023584,965439,1305950,1179302
"경상북도",울진군,2575115,2436440,2311155,2481898,2085437,2317521
"경상북도",울릉군,271259,271035,318439,300640,363351,313726
"경상남도",소계,109338189,107343355,110720199,107224316,112949668,105390314
"경상남도",통합창원시,36864670,36188589,38838176,37288077,39217248,36255723
"경상남도",진주시,7820266,7806152,8412605,7978460,8764423,8001680
"경상남도",통영시,3856704,3803160,3059771,3192641,3181635,3304225
"경상남도",사천시,4226261,4139191,4339377,4173077,4650021,4305411
"경상남도",김해시,15229177,14904689,15827827,15208882,15627489,14461531
"경상남도",밀양시,2756863,2729790,3008573,2870984,3212528,2935296
"경상남도",거제시,11144606,10829581,8948449,8619173,9211975,8542101
"경상남도",양산시,10431481,10192987,10727181,10305117,11007784,10174665
"경상남도",의령군,853379,846684,939165,893746,974946,884642
"경상남도",함안군,3588541,3490955,3831466,3703791,3973418,3688865
"경상남도",창녕군,2379395,2337817,2714984,2610261,2765523,2546197
"경상남도",고성군,2363817,2315387,2092947,2291036,2212317,2435299
"경상남도",남해군,1017806,1020028,1102116,1038179,1176264,1051472
"경상남도",하동군,2358546,2307921,2123904,2514341,1968174,2403920
"경상남도",산청군,945172,942596,1038297,993279,1095046,999861
"경상남도",함양군,951994,949581,1012785,957481,1082102,976924
"경상남도",거창군,1506123,1495732,1582053,1501885,1645349,1490226
"경상남도",합천군,1043389,1042516,1120522,1062860,1183426,1072107
"제주특별자치도",소계,18719373,18307842,20051121,18968300,20187503,18173026
"제주특별자치도",제주시,13463552,13158966,14343720,13664991,14681431,13321338
"제주특별자치도",서귀포시,5255821,5148876,5707401,5306797,5506072,4861208
