area_id,area_name,GRDP
11110,Jongno-gu,30190.7
11140,Jung-gu,52623.5
11170,Yongsan-gu,10457.1
11200,Seongdong-gu,10662.2
11215,Gwangjin-gu,6097.2
11230,Dongdaemun-gu,7185.2
11260,Jungnang-gu,4120.1
11290,Seongbuk-gu,5750.1
11305,Gangbuk-gu,2952.8
11320,Dobong-gu,3116.6
11350,Nowon-gu,5901.7
11380,Eunpyeong-gu,4298.3
11410,Seodaemun-gu,7838.0
11440,Mapo-gu,18926.4
11470,Yangcheon-gu,6399.1
11500,Gangseo-gu,11420.7
11530,Guro-gu,12472.0
11545,Geumcheon-gu,15751.9
11560,Yeongdeungpo-gu,30667.9
11590,Dongjak-gu,5965.4
11620,Gwanak-gu,5623.9
11650,Seocho-gu,32367.0
11680,Gangnam-gu,63866.4
11710,Songpa-gu,24812.7
11740,Gangdong-gu,7897.6
26110,Jung-gu,3269.7
26140,Seo-gu,3132.0
26170,Dong-gu,4211.0
26200,Yeongdo-gu,2373.1
26230,Busanjin-gu,7757.8
26260,Dongnae-gu,3793.2
26290,Nam-gu,5286.2
26320,Buk-gu,2981.4
26350,Haeundae-gu,7434.9
26380,Saha-gu,6886.9
26410,Geumjeong-gu,4350.2
26440,Gangseo-gu,12944.0
26470,Yeonje-gu,6121.8
26500,Suyeong-gu,2425.3
26530,Sasang-gu,7008.7
26710,Gijang-gun,5560.1
27110,Jung-gu,5129.2
27140,Dong-gu,6266.5
27170,Seo-gu,3390.8
27200,Nam-gu,2383.5
27230,Buk-gu,9857.2
27260,Suseong-gu,7430.2
27290,Dalseo-gu,11277.5
27710,Dalseong-gun,7432.3
28110,Jung-gu,14426.7
28140,Dong-gu,3131.6
28177,Yeonsu-gu,6653.3
28185,Namdong-gu,9640.1
28200,Bupyeong-gu,15503.4
28237,Gyeyang-gu,10380.8
28245,Seo-gu,4235.3
28260,Michuhol-gu,18659.9
28710,Ganghwa-gun,1357.0
28720,Ongjin-gun,675.2
29110,Dong-gu,3261.3
29140,Seo-gu,9554.5
29155,Nam-gu,2836.2
29170,Buk-gu,9149.3
29200,Gwangsan_gu,12017.7
30110,Dong-gu,3316.4
30140,Jung-gu,4600.6
30170,Seo-gu,11116.7
30200,Yuseong-gu,12300.5
30230,Daedeok-gu,8000.8
31110,Jung-gu,4546.4
31140,Nam-gu,29288.5
31170,Dong-gu,10329.4
31200,Buk-gu,11176.4
31710,Ulju-gun,19320.2
36110,Sejong_teugbyeoljachi-si,9979.3
41110,Suwon-si,31802.8
41130,Seongnam-si,39561.2
41150,Uijeongbu-si,6218.5
41170,Anyang-si,16244.3
41190,Bucheon-si,16514.5
41210,Gwangmyeong-si,7366.5
41220,Pyeongtaek-si,26501.8
41250,Dongducheon-si,1909.0
41270,Ansan-si,24371.7
41280,Goyang-si,18551.3
41290,Gwacheon-si,4733.2
41310,Guri-si,3256.2
41360,Namyangju-si,9328.0
41370,Osan-si,4887.6
41390,Siheung-si,14930.8
41410,Gunpo-si,6686.8
41430,Uiwang-si,2979.2
41450,Hanam-si,5178.6
41460,Yongin-si,30792.8
41480,Paju-si,18985.3
41500,Icheon-si,14531.4
41550,Anseong-si,8109.3
