area_id,area_name,population,age_old_dependency_ratio,age_working_population,age_old
41150,Uijeongbu-si,462081.0,37.26477852735858,298389.0,111194.0
41170,Anyang-si,543777.0,35.26987022097509,356375.0,125693.0
41190,Bucheon-si,798681.0,37.02115335559464,521383.0,193022.0
41210,Gwangmyeong-si,289854.0,35.33137804936471,187867.0,66376.0
41220,Pyeongtaek-si,566708.0,28.439385375727863,380395.0,108182.0
41250,Dongducheon-si,92930.0,51.431228121353556,54848.0,28209.0
41270,Ansan-si,649027.0,28.909731509332527,450146.0,130136.0
41280,Goyang-si,1074354.0,33.63146310132981,709199.0,238514.0
41290,Gwacheon-si,73660.0,33.1364940104606,47416.0,15712.0
41310,Guri-si,189453.0,35.47184761165551,123684.0,43873.0
41360,Namyangju-si,736662.0,34.8332169202201,469592.0,163574.0
41370,Osan-si,228986.0,23.987540925130897,156994.0,37659.0
41390,Siheung-si,513038.0,24.660823321975474,352766.0,86995.0
41410,Gunpo-si,265742.0,35.0093675339036,174539.0,61105.0
41430,Uiwang-si,162463.0,36.52006371553114,104841.0,38288.0
41450,Hanam-si,321460.0,31.219486334215308,207489.0,64777.0
41460,Yongin-si,1073475.0,30.899797830234345,702380.0,217034.0
41480,Paju-si,485317.0,33.042145446749416,312513.0,103261.0
41500,Icheon-si,223596.0,35.49463614052408,143833.0,51053.0
41550,Anseong-si,189412.0,43.823069923947195,116498.0,51053.0
41570,Gimpo-si,488079.0,30.819237403774363,310728.0,95764.0
41590,Hwaseong-si,886483.0,22.035285452058318,598717.0,131929.0
41610,Gwangju-si,387065.0,35.057748027577794,249186.0,87359.0
41630,Yangju-si,237105.0,39.6259266816296,147030.0,58262.0
41650,Pocheon-si,148746.0,55.24582262210797,87136.0,48139.0
41670,Yeoju-si,111702.0,59.39327485380117,62928.0,37375.0
41800,Yeoncheon-gun,42288.0,73.9794992743106,22048.0,16311.0
41820,Gapyeong-gun,61940.0,75.17763361136855,32370.0,24335.0
41830,Yangpyeong-gun,121401.0,73.90005086469989,62912.0,46492.0
42110,Chuncheon-si,283815.0,44.72377800407332,172832.0,77297.0
42130,Wonju-si,357106.0,39.05273798444089,224563.0,87698.0
42150,Gangneung-si,211864.0,55.44702311006659,122544.0,67947.0
42170,Donghae-si,89508.0,53.49824554601322,51583.0,27596.0
42190,Taebaek-si,40287.0,70.79983072365637,21267.0,15057.0
42210,Sokcho-si,82442.0,51.31785183963042,48488.0,24883.0
42230,Samcheok-si,62606.0,68.68809679141214,33722.0,23163.0
42720,Hongcheon-gun,67787.0,81.99430533947809,34067.0,27933.0
42730,Hoengseong-gun,46267.0,94.7040072859745,21960.0,20797.0
42750,Yeongwol-gun,37505.0,89.67713834594653,18367.0,16471.0
42760,Pyeongchang-gun,40603.0,89.08652396744046,19902.0,17730.0
42770,Jeongseon-gun,35189.0,85.79603983060547,17474.0,14992.0
42780,Cheorwon-gun,42749.0,61.45678488001699,23545.0,14470.0
42790,Hwacheon-gun,23890.0,60.89507333584054,13295.0,8096.0
42800,Yanggu-gun,21492.0,58.73875374875042,12004.0,7051.0
42810,Inje-gun,32158.0,56.63629377538698,18218.0,10318.0
42820,Goseong-gun,27271.0,83.51463824195079,13697.0,11439.0
42830,Yangyang-gun,27773.0,87.66153172227494,13697.0,12007.0
43110,Cheongju-si,845566.0,33.68606669778841,548384.0,184729.0
43130,Chungju-si,208134.0,52.92590027700831,121296.0,64197.0
43150,Jecheon-si,130555.0,60.87207068766808,72884.0,44366.0
43720,Boeun-gun,31572.0,112.90018148820327,13775.0,15552.0
43730,Okcheon-gun,49731.0,89.32131583319489,24076.0,21505.0
43740,Yeongdong-gun,45149.0,98.60939137060673,20998.0,20706.0
43745,Jeungpyeong-gun,36143.0,45.50535846267554,21648.0,9851.0
43750,Jincheon-gun,85221.0,40.98244403557191,52176.0,21383.0
43760,Goesan-gun,37603.0,115.84206678040458,16412.0,19012.0
43770,Eumseong-gun,91484.0,58.891774891774894,51975.0,30609.0
43800,Danyang-gun,27960.0,102.5631067961165,12875.0,13205.0
44130,Cheonan-si,655315.0,27.32884196837381,442924.0,121046.0
44150,Gongju-si,102251.0,73.20372875701922,53959.0,39500.0
44180,Boryeong-si,97415.0,72.66539827001158,50983.0,37047.0
44200,Asan-si,325655.0,31.324420055353464,209201.0,65531.0
44210,Seosan-si,176137.0,46.30220153791644,104427.0,48352.0
44230,Nonsan-si,113306.0,74.0847948237698,58730.0,43510.0
44250,Gyeryong-si,43282.0,30.32278751603249,28068.0,8511.0
44270,Dangjin-si,166565.0,47.13478198537695,97654.0,46029.0
44710,Geumsan-gun,49967.0,94.53679690489349,23521.0,22236.0
44760,Buyeo-gun,63016.0,109.3569765359126,27915.0,30527.0
44770,Seocheon-gun,50181.0,114.61031479006314,21697.0,24867.0
44790,Cheongyang-gun,30149.0,111.12277806945174,13333.0,14816.0
44800,Hongseong-gun,98630.0,62.80445437644364,53251.0,33444.0
44810,Yesan-gun,76066.0,92.93226063318598,36419.0,33845.0
44825,Taean-gun,60030.0,93.94257703081233,28560.0,26830.0
45110,Jeonju-si,654151.0,36.088939021708995,418444.0,151012.0
45130,Gunsan-si,262460.0,48.20957721841357,155494.0,74963.0
45140,Iksan-si,275590.0,50.59125397282253,163297.0,82614.0
45180,Jeongeup-si,105398.0,73.93666478277515,54851.0,40555.0
45190,Namwon_si,78698.0,76.31984489958242,40232.0,30705.0
45210,Gimje-si,80085.0,90.57406830686183,38532.0,34900.0
45710,Wanju-gun,90578.0,61.56357042111626,49630.0,30554.0
45720,Jinan-gun,24751.0,109.63105373981507,10923.0,11975.0
45730,Muju-gun,23552.0,99.45622119815668,10850.0,10791.0
45740,Jangsu-gun,21479.0,104.2281321421151,9626.0,10033.0
45750,Imsil-gun,26435.0,112.87594804289077,11471.0,12948.0
45770,Sunchang-gun,26489.0,101.00926538716082,12088.0,12210.0
45790,Gochang-gun,52803.0,101.82022191746665,24063.0,24501.0
45800,Buan-gun,50167.0,97.60369057280765,23411.0,22850.0
46110,Mokpo-si,210534.0,42.819447039043524,128472.0,55011.0
46130,Yeosu-si,268672.0,49.740544353061196,158794.0,78985.0
46150,Suncheon-si,278294.0,39.40338584582762,173546.0,68383.0
46170,Naju-si,117280.0,56.263182026593306,65430.0,36813.0
46230,Gwangyang-si,148876.0,33.72320093069636,96272.0,32466.0
46710,Damyang-gun,45867.0,86.98052378218433,22643.0,19695.0
46720,Gokseong-gun,27340.0,107.48966523465997,12337.0,13261.0
46730,Gurye-gun,24937.0,104.03710247349824,11320.0,11777.0
46770,Goheung-gun,61257.0,134.5239556482959,24441.0,32879.0
46780,Boseong-gun,37071.0,120.87273191924355,15652.0,18919.0
46790,Hwasun-gun,62395.0,69.62960746768789,33424.0,23273.0
46800,Jangheung-gun,35757.0,101.60240667976424,16288.0,16549.0
46810,Gangjin-gun,32409.0,105.60380479735318,14508.0,15321.0
46820,Haenam-gun,65422.0,95.57931328501623,30493.0,29145.0
46830,Yeongam-gun,52727.0,69.44266267550424,28062.0,19487.0
46840,Muan-gun,91165.0,46.70087146791413,53014.0,24758.0
46860,Hampyeong-gun,31031.0,111.65702570110567,13657.0,15249.0
46870,Yeonggwang-gun,51233.0,79.23167385339083,25510.0,20212.0
46880,Jangseong-gun,42913.0,83.77207440546267,21235.0,17789.0
46890,Wando-gun,45031.0,95.19888947393615,20891.0,19888.0
46900,Jindo-gun,28906.0,98.37221513764909,13331.0,13114.0
46910,Sinan-gun,37001.0,112.08677054689888,16365.0,18343.0
47110,Pohang-si,501779.0,47.53579124972854,299305.0,142277.0
47130,Gyeongju-si,250234.0,59.91100639419767,140909.0,84420.0
47150,Gimcheon-si,139492.0,60.86803885110975,76909.0,46813.0
47170,Andong-si,155668.0,65.30670301665383,84365.0,55096.0
47190,Gumi-si,409546.0,25.497279072943847,278214.0,70937.0
47210,Yeongju-si,101119.0,75.6130868804216,51991.0,39312.0
47230,Yeongcheon-si,101374.0,79.02242290918915,51822.0,40951.0
47250,Sangju-si,94632.0,92.16732235335957,44991.0,41467.0
47280,Mungyeong-si,70747.0,85.38176384378862,34799.0,29712.0
47290,Gyeongsan-si,268526.0,41.77771680127891,167642.0,70037.0
47720,Gunwi-gun,22746.0,137.28405860485458,9146.0,12556.0
47730,Uiseong-gun,50076.0,146.52897303499714,19173.0,28094.0
47750,Cheongsong-gun,24277.0,122.67549410962906,10271.0,12600.0
47760,Yeongyang-gun,16135.0,120.6356180433509,6828.0,8237.0
47770,Yeongdeok-gun,34859.0,119.77129711076527,14779.0,17701.0
47820,Cheongdo-gun,41585.0,125.53240474271901,17374.0,21810.0
47830,Goryeong-gun,30269.0,96.92706145877082,14286.0,13847.0
47840,Seongju-gun,42473.0,102.66884810061865,19559.0,20081.0
47850,Chilgok-gun,113013.0,40.076730325466826,70637.0,28309.0
47900,Yecheon-gun,55516.0,85.83600794742473,26172.0,22465.0
47920,Bonghwa-gun,30405.0,123.18931657501963,12730.0,15682.0
47930,Uljin-gun,47383.0,78.73134328358209,24120.0,18990.0
47940,Ulleung-gun,8764.0,71.95224130708002,4774.0,3435.0
48120,Changwon-si,1022317.0,39.039009683761044,644481.0,251599.0
48170,Jinju-si,345179.0,42.976825826039516,210795.0,90593.0
48220,Tongyeong-si,115491.0,55.31833544894245,65387.0,36171.0
48240,Sacheon-si,106983.0,57.51387754421644,59989.0,34502.0
48250,Gimhae-si,533781.0,29.983483530275002,352981.0,105836.0
48270,Miryang-si,102656.0,84.42899780081684,50928.0,42998.0
48310,Geoje-si,232987.0,30.795067543607278,149459.0,46026.0
48330,Yangsan-si,353821.0,36.329763087281506,222487.0,80829.0
48720,Uiryeong-gun,26059.0,118.84591223189446,11143.0,13243.0
48730,Haman-gun,61779.0,72.80690816135669,32078.0,23355.0
48740,Changnyeong-gun,59505.0,95.3144486014609,28065.0,26750.0
48820,Goseong-gun,47526.0,94.02248788942714,22501.0,21156.0
48840,Namhae-gun,39824.0,117.57778168395149,17067.0,20067.0
48850,Hadong-gun,42859.0,110.98686639590696,18959.0,21042.0
48860,Sancheong-gun,34053.0,120.52290286975717,14496.0,17471.0
48870,Hamyang-gun,37906.0,102.0593509573668,17287.0,17643.0
48880,Geochang-gun,60661.0,76.73891944354578,30910.0,23720.0
48890,Hapcheon-gun,42423.0,133.34112832505116,17105.0,22808.0
50110,Jeju-si,473958.0,34.85580990997867,301373.0,105046.0
50130,Seogwipo-si,174154.0,48.54964670881368,102182.0,49609.0
