area_id,area_name,GRDP
11110,Jongno-gu,31868.7
11140,Jung-gu,54274.5
11170,Yongsan-gu,12300.3
11200,Seongdong-gu,11657.2
11215,Gwangjin-gu,6342.3
11230,Dongdaemun-gu,7328.2
11260,Jungnang-gu,4452.7
11290,Seongbuk-gu,6054.8
11305,Gangbuk-gu,3207.3
11320,Dobong-gu,3352.7
11350,Nowon-gu,6387.7
11380,Eunpyeong-gu,4754.3
11410,Seodaemun-gu,8364.0
11440,Mapo-gu,19474.7
11470,Yangcheon-gu,6931.2
11500,Gangseo-gu,17607.3
11530,Guro-gu,13816.7
11545,Geumcheon-gu,17162.8
11560,Yeongdeungpo-gu,34299.9
11590,Dongjak-gu,6362.1
11620,Gwanak-gu,5836.6
11650,Seocho-gu,35277.0
11680,Gangnam-gu,69186.3
11710,Songpa-gu,28617.5
11740,Gangdong-gu,8825.5
26110,Jung-gu,2973.2
26140,Seo-gu,3287.3
26170,Dong-gu,4552.7
26200,Yeongdo-gu,2642.4
26230,Busanjin-gu,8516.3
26260,Dongnae-gu,4063.1
26290,Nam-gu,5708.3
26320,Buk-gu,3125.9
26350,Haeundae-gu,8845.5
26380,Saha-gu,6900.4
26410,Geumjeong-gu,4492.6
26440,Gangseo-gu,13354.3
26470,Yeonje-gu,6744.7
26500,Suyeong-gu,2575.4
26530,Sasang-gu,6760.8
26710,Gijang-gun,5437.1
27110,Jung-gu,5426.3
27140,Dong-gu,7036.7
27170,Seo-gu,3514.2
27200,Nam-gu,2947.0
27230,Buk-gu,10863.5
27260,Suseong-gu,7717.0
27290,Dalseo-gu,11620.0
27710,Dalseong-gun,7589.7
28110,Jung-gu,14559.8
28140,Dong-gu,3499.3
28177,Yeonsu-gu,6976.4
28185,Namdong-gu,11300.7
28200,Bupyeong-gu,16079.2
28237,Gyeyang-gu,10495.4
28245,Seo-gu,4530.6
28260,Michuhol-gu,18950.5
28710,Ganghwa-gun,1649.2
28720,Ongjin-gun,694.4
29110,Dong-gu,3728.9
29140,Seo-gu,10096.6
29155,Nam-gu,3127.0
29170,Buk-gu,9955.8
29200,Gwangsan_gu,12897.1
30110,Dong-gu,3503.3
30140,Jung-gu,4902.8
30170,Seo-gu,12044.9
30200,Yuseong-gu,13577.4
30230,Daedeok-gu,7280.0
31110,Jung-gu,4292.1
31140,Nam-gu,30758.2
31170,Dong-gu,9408.8
31200,Buk-gu,10724.3
31710,Ulju-gun,18464.1
36110,Sejong_teugbyeoljachi-si,11101.9
41110,Suwon-si,35441.1
41130,Seongnam-si,42307.5
41150,Uijeongbu-si,7350.1
41170,Anyang-si,18138.4
41190,Bucheon-si,17462.2
41210,Gwangmyeong-si,8116.3
41220,Pyeongtaek-si,33792.7
41250,Dongducheon-si,1768.9
41270,Ansan-si,26110.9
41280,Goyang-si,21542.2
41290,Gwacheon-si,4783.2
41310,Guri-si,3722.3
41360,Namyangju-si,10974.9
41370,Osan-si,5649.9
41390,Siheung-si,16210.9
41410,Gunpo-si,7487.2
41430,Uiwang-si,3823.9
41450,Hanam-si,6491.7
41460,Yongin-si,30520.7
41480,Paju-si,20964.1
41500,Icheon-si,24581.1
41550,Anseong-si,9363.6
41570,Gimpo-si,13296.4
41590,Hwaseong-si,77734.0
41610,Gwangju-si,9658.4
41630,Yangju-si,6614.6
41650,Pocheon-si,6705.3
41670,Yeoju-si,3880.7
41800,Yeoncheon-gun,1525.9
41820,Gapyeong-gun,1831.6
41830,Yangpyeong-gun,1971.4
42110,Chuncheon-si,7735.7
42130,Wonju-si,9534.6
42150,Gangneung-si,5326.9
42170,Donghae-si,3161.4
42190,Taebaek-si,978.4
42210,Sokcho-si,1740.2
42230,Samcheok-si,2383.5
42720,Hongcheon-gun,2488.3
42730,Hoengseong-gun,1667.9
42750,Yeongwol-gun,1304.3
42760,Pyeongchang-gun,1498.3
42770,Jeongseon-gun,1444.0
42780,Cheorwon-gun,1778.9
42790,Hwacheon-gun,1345.9
42800,Yanggu-gun,951.4
42810,Inje-gun,1494.4
42820,Goseong-gun,1051.0
42830,Yangyang-gun,1040.5
43110,Chungju-si,7618.4
43130,Jecheon-si,3174.9
43150,Cheongju-si,36038.2
43720,Boeun-gun,1174.0
43730,Okcheon-gun,1369.7
43740,Yeongdong-gun,1043.7
43745,Jincheon-gun,7398.1
43750,Goesan-gun,1313.0
43760,Eumseong-gun,8168.8
43770,Danyang-gun,1197.3
43800,Jeungpyeong-gun,1140.9
44130,Cheonan-si,26165.2
44150,Gongju-si,3628.2
44180,Boryeong-si,3901.1
44200,Asan-si,30218.7
44210,Seosan-si,17793.4
44230,Nonsan-si,3790.5
44250,Gyeryong-si,1534.2
44270,Dangjin-si,11630.7
44710,Geumsan-gun,2176.3
44760,Buyeo-gun,2008.3
44770,Seocheon-gun,2093.4
44790,Cheongyang-gun,1191.4
44800,Hongseong-gun,3270.4
44810,Yesan-gun,3254.3
44825,Taean-gun,2878.1
45110,Jeonju-si,15301.0
45130,Gunsan-si,9098.9
45140,Iksan-si,7618.4
45180,Jeongeup-si,2867.3
