area_id,area_name,GRDP
11110,Jongno-gu,35719.5
11140,Jung-gu,61342.7
11170,Yongsan-gu,13294.6
11200,Seongdong-gu,13999.9
11215,Gwangjin-gu,6555.0
11230,Dongdaemun-gu,7711.3
11260,Jungnang-gu,4860.2
11290,Seongbuk-gu,6371.9
11305,Gangbuk-gu,3463.0
11320,Dobong-gu,3490.7
11350,Nowon-gu,6728.4
11380,Eunpyeong-gu,5112.2
11410,Seodaemun-gu,9039.1
11440,Mapo-gu,21399.3
11470,Yangcheon-gu,7356.1
11500,Gangseo-gu,18347.6
11530,Guro-gu,14663.4
11545,Geumcheon-gu,17801.0
11560,Yeongdeungpo-gu,44265.9
11590,Dongjak-gu,6712.9
11620,Gwanak-gu,6347.6
11650,Seocho-gu,38335.7
11680,Gangnam-gu,77924.0
11710,Songpa-gu,31834.3
11740,Gangdong-gu,9364.1
26110,Jung-gu,3589.5
26140,Seo-gu,3476.2
26170,Dong-gu,4360.4
26200,Yeongdo-gu,2697.1
26230,Busanjin-gu,9061.7
26260,Dongnae-gu,4319.2
26290,Nam-gu,7907.8
26320,Buk-gu,3322.1
26350,Haeundae-gu,9174.8
26380,Saha-gu,7139.5
26410,Geumjeong-gu,4656.6
26440,Gangseo-gu,15703.3
26470,Yeonje-gu,6408.4
26500,Suyeong-gu,2957.4
26530,Sasang-gu,6444.2
26710,Gijang-gun,6587.5
27110,Jung-gu,6108.4
27140,Dong-gu,7974.3
27170,Seo-gu,4188.7
27200,Nam-gu,2927.4
27230,Buk-gu,9542.6
27260,Suseong-gu,8919.3
27290,Dalseo-gu,12790.8
27710,Dalseong-gun,8535.7
28110,Jung-gu,14922.5
28140,Dong-gu,4375.5
28177,Yeonsu-gu,8092.8
28185,Namdong-gu,13157.7
28200,Bupyeong-gu,17562.7
28237,Gyeyang-gu,10937.1
28245,Seo-gu,5128.9
28260,Michuhol-gu,21789.8
28710,Ganghwa-gun,1770.1
28720,Ongjin-gun,933.3
29110,Dong-gu,3783.7
29140,Seo-gu,10368.1
29155,Nam-gu,3399.6
29170,Buk-gu,11129.2
29200,Gwangsan_gu,15062.0
30110,Dong-gu,3686.3
30140,Jung-gu,5299.8
30170,Seo-gu,13191.4
30200,Yuseong-gu,16471.7
30230,Daedeok-gu,8067.4
31110,Jung-gu,4681.2
31140,Nam-gu,32334.0
31170,Dong-gu,5645.1
31200,Buk-gu,12437.1
31710,Ulju-gun,22876.4
36110,Sejong_teugbyeoljachi-si,13971.6
41110,Suwon-si,35684.7
41130,Seongnam-si,50302.7
41150,Uijeongbu-si,7388.6
41170,Anyang-si,18439.9
41190,Bucheon-si,17940.6
41210,Gwangmyeong-si,8074.5
41220,Pyeongtaek-si,35038.8
41250,Dongducheon-si,1793.0
41270,Ansan-si,25717.4
41280,Goyang-si,22617.0
41290,Gwacheon-si,4650.5
41310,Guri-si,3611.2
41360,Namyangju-si,13099.9
41370,Osan-si,6031.9
41390,Siheung-si,17801.8
41410,Gunpo-si,7329.6
41430,Uiwang-si,4127.7
41450,Hanam-si,8087.9
41460,Yongin-si,35308.9
41480,Paju-si,23932.2
41500,Icheon-si,28534.4
41550,Anseong-si,10237.4
41570,Gimpo-si,15460.1
41590,Hwaseong-si,91041.7
41610,Gwangju-si,10821.8
41630,Yangju-si,7636.7
41650,Pocheon-si,7496.1
41670,Yeoju-si,4663.0
41800,Yeoncheon-gun,1879.5
41820,Gapyeong-gun,1985.7
41830,Yangpyeong-gun,2475.9
42110,Chuncheon-si,8462.4
42130,Wonju-si,9573.3
42150,Gangneung-si,6321.5
42170,Donghae-si,3353.3
42190,Taebaek-si,1020.3
42210,Sokcho-si,1960.0
42230,Samcheok-si,2805.1
42720,Hongcheon-gun,2529.3
42730,Hoengseong-gun,1834.2
42750,Yeongwol-gun,1347.7
42760,Pyeongchang-gun,1457.9
42770,Jeongseon-gun,1333.9
42780,Cheorwon-gun,2201.4
42790,Hwacheon-gun,1641.9
42800,Yanggu-gun,1104.9
42810,Inje-gun,1767.0
42820,Goseong-gun,1339.2
42830,Yangyang-gun,1153.9
43110,Chungju-si,7846.3
43130,Jecheon-si,3421.5
43150,Cheongju-si,38651.3
43720,Boeun-gun,1220.8
43730,Okcheon-gun,1498.4
43740,Yeongdong-gun,1263.5
43745,Jincheon-gun,8105.4
43750,Goesan-gun,1518.1
43760,Eumseong-gun,9243.8
43770,Danyang-gun,1193.2
43800,Jeungpyeong-gun,1327.2
44130,Cheonan-si,27894.7
44150,Gongju-si,4080.7
44180,Boryeong-si,3852.1
44200,Asan-si,31554.8
44210,Seosan-si,20114.0
44230,Nonsan-si,4401.4
44250,Gyeryong-si,1710.9
44270,Dangjin-si,13246.7
44710,Geumsan-gun,2310.9
44760,Buyeo-gun,2051.0
44770,Seocheon-gun,2406.9
44790,Cheongyang-gun,1320.4
44800,Hongseong-gun,3917.3
44810,Yesan-gun,3897.5
44825,Taean-gun,2657.3
45110,Jeonju-si,16011.0
45130,Gunsan-si,10507.9
45140,Iksan-si,8665.0
45180,Jeongeup-si,3533.4
45190,Namwon_si,1911.9
45210,Gimje-si,3289.0
45710,Wanju-gun,5233.9
45720,Jinan-gun,658.4
45730,Muju-gun,753.2
45740,Jangsu-gun,580.3
45750,Imsil-gun,880.1
45770,Sunchang-gun,776.1
45790,Gochang-gun,1670.4
45800,Buan-gun,1485.5
46110,Mokpo-si,4594.1
46130,Yeosu-si,30567.0
46150,Suncheon-si,6384.0
46170,Naju-si,5380.7
46230,Gwangyang-si,13834.4
46710,Damyang-gun,1552.6
46720,Gokseong-gun,1154.4
46730,Gurye-gun,616.4
46770,Goheung-gun,1644.3
