광역시도,시군구별,시점,항목,지역내총생산시장가격,순생산물세,총부가가치기초가격,농림어업,광업,제조업,전기가스증기및공기조절공급업,건설업,도소매업,운수및창고업,숙박및음식점업,정보통신업,금융보험업,부동산업,사업서비스업,공공행정국방및사회보장,교육서비스업,보건및사회복지서비스업,문화및기타서비스업
경기도,부천시,2020,2015년 기준년가격(연쇄),16968307,1476203,15492473,4597,-,4463645,470382,613261,1405871,391900,398851,346786,1510044,1727219,1288518,426355,1039701,1177395,401113
경기도,부천시,2021,2015년 기준년가격(연쇄),16867923,1418387,15452514,3421,-,4361813,440406,631957,1382850,409286,379065,341211,1490860,1714600,1259961,418831,1068664,1299965,403742
경기도,광명시,2019,2015년 기준년가격(연쇄),7822633,801627,7021897,3177,-,1576098,1386049,386771,534538,200605,176041,39576,276063,694053,393979,227675,411177,437142,357404
경기도,광명시,2020,2015년 기준년가격(연쇄),7831458,849811,6977890,3013,-,1556563,1328966,422579,495104,161663,144452,64875,295947,765761,368776,238405,397468,411189,375095
경기도,광명시,2021,2015년 기준년가격(연쇄),8151513,720109,7443547,2620,-,2128238,1297296,407849,487836,176765,134717,70211,295674,782313,385525,247265,404239,447696,211558
경기도,평택시,2019,2015년 기준년가격(연쇄),31405505,1883652,29521003,302768,6258,16190912,524340,3873882,755611,751067,406827,81993,467021,1522610,1930622,974474,648751,715669,363231
경기도,평택시,2020,2015년 기준년가격(연쇄),30607224,1672138,28944259,289648,8953,15194192,443093,3465380,877739,754000,372722,79280,512476,1669210,2394846,1013376,663085,709398,405686
경기도,평택시,2021,2015년 기준년가격(연쇄),33559149,1811529,31759326,316286,9653,17041305,580956,3690030,887488,754760,374780,87025,537721,1716774,2723515,1095018,702725,781119,424988
경기도,동두천시,2019,2015년 기준년가격(연쇄),1824463,145777,1678353,2844,-,298892,299728,76690,73076,50446,54310,19115,68879,143675,43295,148708,112578,167441,81825
경기도,동두천시,2020,2015년 기준년가격(연쇄),1724371,128561,1596313,3442,-,238803,353061,71409,75825,36281,45991,8173,79764,137945,34891,149427,110490,164979,73283
경기도,동두천시,2021,2015년 기준년가격(연쇄),1807913,122800,1686565,4554,-,270112,376850,63205,74381,45830,44486,15939,79817,137878,48561,154917,114089,172905,72484
경기도,안산시,2019,2015년 기준년가격(연쇄),24829367,1628123,23202288,44356,1228,12078617,256796,883245,1105351,582245,446567,103620,1061655,1400626,2524028,357833,866856,899743,596525
경기도,안산시,2020,2015년 기준년가격(연쇄),23391766,1618098,21771148,67780,3087,11826131,291212,675538,1073686,450432,388141,134059,1129663,1485558,1736239,391658,848072,921706,472912
경기도,안산시,2021,2015년 기준년가격(연쇄),24052565,1596445,22457257,33670,3671,12200598,660667,612431,1050500,495286,373187,117823,1097719,1503980,1804069,380032,859657,978785,500877
경기도,고양시,2019,2015년 기준년가격(연쇄),20488451,2062687,18428098,104183,-,1776668,299463,1412004,2380151,811474,656029,716101,1257550,2465225,1563192,1026783,1401191,1494630,1073304
경기도,고양시,2020,2015년 기준년가격(연쇄),20264226,2109258,18155903,96779,-,1745993,292411,1531759,2255948,743790,567762,805633,1267878,2557416,1379357,1073752,1390704,1539931,917697
경기도,고양시,2021,2015년 기준년가격(연쇄),20687032,2062482,18628440,96032,2297,1728699,289261,1346870,2279127,895624,560184,981871,1317052,2595086,1440729,1153360,1433715,1654914,891492
경기도,과천시,2019,2015년 기준년가격(연쇄),4420767,510110,3912830,27264,-,14713,-,350921,261006,32791,42926,364470,154108,319407,446315,1121697,78199,82876,599472
경기도,과천시,2020,2015년 기준년가격(연쇄),3946652,428707,3519804,28885,-,21094,-,348358,158049,26596,32614,456102,208736,415961,362468,1008594,77928,87316,290649
경기도,과천시,2021,2015년 기준년가격(연쇄),4142434,412362,3732258,14778,-,19219,-,374562,159485,27686,36986,442662,193641,501471,472429,1058262,88523,98918,229037
경기도,구리시,2019,2015년 기준년가격(연쇄),3384157,366776,3017055,2920,-,162582,-,184933,495936,158836,128837,51847,357180,437343,229136,121518,240469,277004,171523
경기도,구리시,2020,2015년 기준년가격(연쇄),3208482,354659,2853407,2559,49,158780,-,179422,392296,128531,107629,26345,324968,452402,217650,140460,237784,341623,138510
경기도,구리시,2021,2015년 기준년가격(연쇄),3294987,347607,2947452,2416,46,153514,-,267855,383104,141509,93024,92851,313520,452985,226230,139014,246245,293963,131734
경기도,남양주시,2019,2015년 기준년가격(연쇄),10765280,1036555,9729199,25827,6787,1649292,174943,1179088,1123499,367118,334965,81160,315738,1347100,434665,458816,867777,1004465,360618
경기도,남양주시,2020,2015년 기준년가격(연쇄),11662225,1158268,10504204,25819,1029,1846817,179323,1338519,1248549,370312,320131,128032,349877,1476358,532023,489583,856594,990653,351022
경기도,남양주시,2021,2015년 기준년가격(연쇄),11859368,1184588,10674912,20343,699,1870394,175354,1178209,1263385,347445,306903,140155,388262,1534506,540211,512946,937267,1105387,374269
경기도,오산시,2019,2015년 기준년가격(연쇄),5448517,404082,5045215,14866,-,1738546,182331,404757,288569,155300,150036,23523,151654,424864,534616,115568,351133,314087,192684
경기도,오산시,2020,2015년 기준년가격(연쇄),5213210,403209,4810267,15546,-,1666838,217176,288780,248294,127439,117965,32076,198292,447806,513772,127254,368804,301675,164605
경기도,오산시,2021,2015년 기준년가격(연쇄),5451896,406876,5045793,35080,-,1821466,183549,402163,250592,128069,121861,39301,182590,459446,466674,129093,362709,314623,162484
경기도,시흥시,2019,2015년 기준년가격(연쇄),15259529,1155127,14105958,20372,-,6691400,-,1264230,963057,343692,321834,55850,481861,1149595,966617,271651,589729,644823,353061
경기도,시흥시,2020,2015년 기준년가격(연쇄),15580517,1187188,14394787,19097,211,6989560,-,1017204,1117640,340103,296688,61233,532453,1252186,928905,306140,599055,696103,306447
경기도,시흥시,2021,2015년 기준년가격(연쇄),15937863,1220477,14718700,18272,-,7358353,-,856999,1164965,357341,284801,65599,565928,1283384,828207,331000,664147,781105,277425
경기도,군포시,2019,2015년 기준년가격(연쇄),7229708,530006,6701376,1373,-,2360888,-,245001,472726,470317,141569,397751,204409,578829,777062,118611,346641,386967,207197
경기도,군포시,2020,2015년 기준년가격(연쇄),6871563,527326,6344949,1078,-,2432692,-,219713,397984,395513,120252,388525,215477,587456,590042,132588,336752,384216,172111
경기도,군포시,2021,2015년 기준년가격(연쇄),6931450,522580,6410065,2212,-,2460744,-,183548,398149,396785,117620,349695,208707,586805,635942,140573,344480,412996,192836
경기도,의왕시,2019,2015년 기준년가격(연쇄),3775301,318802,3457248,3968,-,784021,-,372202,251442,196781,82021,203042,73996,437626,383438,195538,161718,221244,85438
경기도,의왕시,2020,2015년 기준년가격(연쇄),3661700,358365,3303466,3411,-,729449,-,233002,327447,148980,71759,158145,79734,500178,376647,204173,160731,229165,89423
경기도,의왕시,2021,2015년 기준년가격(연쇄),3732389,356761,3375936,2686,-,687733,-,285274,340457,169189,75939,131594,74845,490180,403872,209054,171812,243655,87846
경기도,하남시,2019,2015년 기준년가격(연쇄),6430780,705421,5725736,3990,-,521890,90385,1263065,825137,189180,152853,72406,152050,1004681,409348,165089,272499,376972,216306
경기도,하남시,2020,2015년 기준년가격(연쇄),6876263,815025,6061507,3386,-,608474,100739,1089740,1001109,168343,146974,111656,187425,1129875,440216,193252,294752,393783,218348
경기도,하남시,2021,2015년 기준년가격(연쇄),7275776,866572,6409430,4494,-,727093,114497,867253,1042372,190816,153185,192233,218978,1225524,506386,207026,344563,450586,227587
경기도,용인시,2019,2015년 기준년가격(연쇄),28708354,2719116,25989704,418602,85306,7392838,-,1779740,1981490,958317,613884,909411,1033168,3113873,3118072,667925,1713491,1392585,957457
경기도,용인시,2020,2015년 기준년가격(연쇄),31372052,2741279,28637753,488643,64899,9519886,-,1433221,2146675,860368,618566,1034619,1089176,3296921,3794786,695726,1654961,1408012,853456
경기도,용인시,2021,2015년 기준년가격(연쇄),32639617,2867024,29779195,486582,87017,9721821,-,1316962,2258989,953342,557483,1157259,1122558,3369604,4017765,763204,1771346,1501719,1016426
경기도,파주시,2019,2015년 기준년가격(연쇄),20674549,1254099,19418681,148478,9384,10598818,778451,1018375,875935,509910,272887,316811,267756,1094730,837767,1037667,602094,643110,374695
경기도,파주시,2020,2015년 기준년가격(연쇄),20851520,1198791,19656717,132784,7494,9844807,928043,1077723,961204,467353,246375,256156,283613,1159948,1455188,1062087,601828,655541,395317
경기도,파주시,2021,2015년 기준년가격(연쇄),23564328,1303071,22271148,144848,8782,12075465,844978,1076610,1005250,499243,261109,254341,323836,1188288,1616063,1122204,644428,712558,445491
경기도,이천시,2019,2015년 기준년가격(연쇄),21657367,1216359,20453018,597175,-,11723438,-,1179461,455778,665702,229337,45582,161489,616984,3201500,589001,369121,321430,223510
경기도,이천시,2020,2015년 기준년가격(연쇄),24857246,945214,23966059,414331,6193,15091243,-,1077105,439558,608092,184469,40748,190686,649451,3803688,600878,391996,317191,212905
경기도,이천시,2021,2015년 기준년가격(연쇄),28171212,1099157,27130061,449657,6766,17655008,-,1276898,458927,550440,191541,60807,190387,672024,4138496,660259,381369,335342,258953
경기도,안성시,2019,2015년 기준년가격(연쇄),8898502,793477,8096781,352662,5283,4091141,-,439283,391817,227326,133382,12413,92925,504445,811197,184726,336465,298044,226828
경기도,안성시,2020,2015년 기준년가격(연쇄),9048792,564358,8481110,320548,7352,4486676,-,474833,422169,256040,127332,16907,107141,516318,709210,201175,336335,294993,226543
경기도,안성시,2021,2015년 기준년가격(연쇄),9409648,641296,8763500,335601,11127,4470198,-,506086,440244,245475,147095,14785,105675,544351,764178,220137,339053,318202,298146
경기도,김포시,2019,2015년 기준년가격(연쇄),13065223,1087312,11977092,107727,1552,5205201,9760,1322910,844213,331553,248713,53522,395830,1179339,551942,266063,595842,605840,260728
경기도,김포시,2020,2015년 기준년가격(연쇄),13228221,1087584,12139926,96806,6585,5367885,9217,1035075,969009,308406,237274,63882,423353,1279890,585405,297768,602112,626394,272162
경기도,김포시,2021,2015년 기준년가격(연쇄),13822006,1156613,12664276,106559,5913,5525008,8759,756320,1060710,335079,246965,249279,459034,1327839,667826,310988,681199,707055,296421
경기도,화성시,2019,2015년 기준년가격(연쇄),76110441,3687639,72409020,298037,36236,53610158,382182,3018165,1702953,892674,568563,118295,761105,2689321,4977450,543932,1227877,1036532,619341
경기도,화성시,2020,2015년 기준년가격(연쇄),83373909,3701776,79692940,271104,26415,55562909,426596,2632741,2121984,805475,512747,156308,821376,2922098,9315544,619970,1272228,1056874,653641
경기도,화성시,2021,2015년 기준년가격(연쇄),92303302,4059281,88272188,271600,28719,62091997,447481,2458734,2245557,817156,510407,170688,875472,3036186,10815271,642036,1404531,1192512,756169
경기도,광주시,2019,2015년 기준년가격(연쇄),9191292,837588,8352004,100057,7730,3196968,-,429336,899670,499606,250317,27527,200960,849530,490386,235520,371445,529420,265021
경기도,광주시,2020,2015년 기준년가격(연쇄),9332624,833135,8498037,148627,17610,3215297,-,529080,978337,436190,184307,33293,224945,890471,386837,255453,399020,533084,279331
경기도,광주시,2021,2015년 기준년가격(연쇄),9890097,858561,9030598,170923,20734,3277646,-,658915,1041473,475978,211425,42104,241062,894616,431107,271559,426694,582205,287674
경기도,양주시,2019,2015년 기준년가격(연쇄),6281177,511236,5769438,55266,9345,2017429,50607,524801,368827,170781,112607,4276,88833,578867,245808,699372,282982,346047,201648
경기도,양주시,2020,2015년 기준년가격(연쇄),6233615,520343,5712752,43932,13127,1884859,50728,562385,367746,141262,103534,7604,103423,639102,205274,717383,289780,376570,189852
경기도,양주시,2021,2015년 기준년가격(연쇄),6850536,550298,6299799,41990,11795,2006438,67931,784902,375967,190072,109287,7744,112742,659158,222270,770367,315667,399193,193026
경기도,포천시,2019,2015년 기준년가격(연쇄),6502355,502036,5995341,130956,78235,2288184,397921,238677,369173,150209,127886,18363,115448,372333,216325,780774,242201,249562,203585
경기도,포천시,2020,2015년 기준년가격(연쇄),6630377,442196,6184557,119238,61996,2321865,529037,231038,427417,152190,116050,21708,130766,387228,184918,827010,243650,244579,214063
경기도,포천시,2021,2015년 기준년가격(연쇄),6977261,467064,6506354,118407,57658,2363057,619194,298575,429654,137965,119843,20942,126566,391389,214703,885898,247940,266039,240405
경기도,여주시,2019,2015년 기준년가격(연쇄),4036445,483679,3545844,236571,23270,842079,323407,207404,290922,124982,85315,9771,56281,391157,219310,220585,159817,192489,174674
경기도,여주시,2020,2015년 기준년가격(연쇄),4068929,383690,3684643,227078,10177,885603,308284,238480,249976,206645,74253,6626,63661,401179,188499,250646,155445,199612,211856
경기도,여주시,2021,2015년 기준년가격(연쇄),4383950,410468,3973003,251196,14933,894263,302472,308445,246272,242281,82402,15141,64789,400193,200367,264007,158731,200488,291314
경기도,연천군,2019,2015년 기준년가격(연쇄),1562870,109558,1453548,100747,18079,165528,-,109120,35756,24914,21997,5443,11839,61809,26406,658430,50516,78993,79234
경기도,연천군,2020,2015년 기준년가격(연쇄),1536802,51483,1483813,92951,17999,168883,-,87081,33102,119613,21845,3856,13823,66216,23297,649071,51719,79397,62949
경기도,연천군,2021,2015년 기준년가격(연쇄),1599315,67408,1530918,106173,19794,176384,-,91963,33137,120719,22385,2995,14024,67256,24905,664569,52198,83509,59375
경기도,가평군,2019,2015년 기준년가격(연쇄),1678010,185248,1492271,52993,13111,65966,25642,121892,62637,28842,113373,10922,21359,209695,82858,365337,90248,114712,113817
경기도,가평군,2020,2015년 기준년가격(연쇄),1662681,181046,1481140,44198,8056,70153,37442,122044,50365,26266,111157,21233,24341,211826,51703,373126,87318,122619,124641
경기도,가평군,2021,2015년 기준년가격(연쇄),1757831,185128,1572180,31246,8258,69312,33569,152574,52497,30649,125764,16855,26648,215288,54885,404098,85918,132346,131744
경기도,양평군,2019,2015년 기준년가격(연쇄),1889691,226207,1662283,136108,-,60199,-,105537,105570,45340,94595,12717,41573,247025,68583,289149,154279,215344,86816
경기도,양평군,2020,2015년 기준년가격(연쇄),1911955,180886,1730027,122956,18,69683,-,127975,103931,48104,83274,20932,46641,266696,71498,310732,147501,220511,87533
경기도,양평군,2021,2015년 기준년가격(연쇄),2204696,201109,2002433,118770,51,68560,-,224416,105453,54253,88533,17772,52309,272905,67252,332441,147364,235289,197149
강원특별자치도,강원특별자치도,2019,2015년 기준년가격(연쇄),46064137,3297522,42762593,2175911,820464,4513955,1363826,3492241,2109418,1733457,1784014,1019364,1845269,2528758,2134521,9414283,3472079,2363277,2040981
강원특별자치도,강원특별자치도,2020,2015년 기준년가격(연쇄),44829136,3334702,41488176,2106673,702083,4435026,1064884,3628057,1919798,1496773,1542197,1023999,1917090,2500502,1981083,9673401,3387126,2418562,1611270
강원특별자치도,강원특별자치도,2021,2015년 기준년가격(연쇄),46781331,3384630,43392655,2170596,719314,4548117,1162498,3652281,1882903,1584915,1673361,1102357,2037979,2555374,2000965,10286074,3518114,2548499,1861208
강원특별자치도,춘천시,2019,2015년 기준년가격(연쇄),7565855,509239,7055604,170858,14581,498126,160099,462191,356646,258780,200623,344032,382882,518555,436741,1545524,796784,520650,391552
강원특별자치도,춘천시,2020,2015년 기준년가격(연쇄),7430950,520681,6909010,148383,12824,519654,142427,460886,325076,229250,162505,341910,393886,510982,412305,1592447,795612,544971,314855
강원특별자치도,춘천시,2021,2015년 기준년가격(연쇄),7633304,519464,7112862,138644,11808,501511,144946,415439,321432,243819,165274,361912,417844,517803,435732,1644314,855335,565433,371131
강원특별자치도,원주시,2019,2015년 기준년가격(연쇄),9212230,742716,8468988,130889,195888,1594655,130897,648180,547820,300143,259298,276100,463701,676682,640956,832240,813683,631945,357880
강원특별자치도,원주시,2020,2015년 기준년가격(연쇄),8503734,713959,7789513,116974,190558,1468602,104918,436622,502921,242791,224736,269350,468760,665805,566323,866073,769149,645119,289398
강원특별자치도,원주시,2021,2015년 기준년가격(연쇄),8937228,749878,8187071,129045,199687,1525089,111926,472023,494899,239214,246583,304995,499827,680546,557748,916149,794762,724438,328728
강원특별자치도,강릉시,2019,2015년 기준년가격(연쇄),5273646,385255,4888234,68248,20536,428800,100135,595243,318684,292355,323129,122338,262612,368186,297490,645311,471785,364634,215756
강원특별자치도,강릉시,2020,2015년 기준년가격(연쇄),5576817,425745,5150580,60083,17240,465399,71599,926521,292824,253970,304409,121010,272894,372061,284961,660923,456849,375066,183019
강원특별자치도,강릉시,2021,2015년 기준년가격(연쇄),5733580,421852,5311778,57580,18880,443509,77325,936664,287411,283859,351424,129088,286584,377243,294060,671809,466582,393039,211415
강원특별자치도,동해시,2019,2015년 기준년가격(연쇄),3168211,256723,2910229,13633,45296,456781,346800,223151,127039,318105,67451,28664,86975,140926,79969,608726,141368,142476,79461
강원특별자치도,동해시,2020,2015년 기준년가격(연쇄),2970209,256158,2712667,10873,40787,442327,274874,158677,115977,297005,60878,36433,93602,139217,76819,617548,138279,138100,60562
강원특별자치도,동해시,2021,2015년 기준년가격(연쇄),3182434,270632,2910271,8951,41449,535257,283620,153313,115900,331635,65206,39843,100698,143005,77539,658458,148596,138578,64792
강원특별자치도,태백시,2019,2015년 기준년가격(연쇄),1001388,67660,933684,3820,48345,49602,23316,93188,60069,41811,32680,19818,51253,64693,55493,184085,92953,65308,65676
강원특별자치도,태백시,2020,2015년 기준년가격(연쇄),908872,63378,845412,3100,35444,51817,18999,72145,51441,26636,29561,17891,51854,61574,46987,195614,90626,63211,45970
강원특별자치도,태백시,2021,2015년 기준년가격(연쇄),898824,61101,837702,2594,43868,46901,24144,63669,49987,27578,30426,19069,52187,63867,44127,181730,92488,66548,51372
강원특별자치도,속초시,2019,2015년 기준년가격(연쇄),1795237,131314,1663724,29636,-,59610,21971,245883,130763,96557,143406,50056,98617,153490,62194,193764,157777,124303,96640
강원특별자치도,속초시,2020,2015년 기준년가격(연쇄),1684561,126366,1557901,25014,-,56230,19036,211871,118403,71049,131927,54558,103890,158119,56631,195927,158487,125249,74185
강원특별자치도,속초시,2021,2015년 기준년가격(연쇄),1756183,127731,1628366,21497,-,56865,20749,235585,113445,68635,138044,55021,111158,175187,62442,198683,166184,125273,81339
강원특별자치도,삼척시,2019,2015년 기준년가격(연쇄),2492872,188517,2303635,95190,283243,180439,356379,213294,75836,99189,77607,19264,68397,107418,105368,352975,122075,89240,78883
강원특별자치도,삼척시,2020,2015년 기준년가격(연쇄),2417616,191373,2225182,91518,232143,209549,222266,287131,67133,87229,67440,20589,72868,105702,99522,361008,120232,92436,61518
강원특별자치도,삼척시,2021,2015년 기준년가격(연쇄),2658406,207373,2449973,84543,233495,198425,289043,428689,65071,102520,70937,20814,76938,100722,95552,365605,121171,96608,71123
강원특별자치도,홍천군,2019,2015년 기준년가격(연쇄),2368163,163286,2204832,321517,9819,294976,22638,132581,93069,83895,131193,21853,75516,81666,93160,552194,129442,72259,92249
강원특별자치도,홍천군,2020,2015년 기준년가격(연쇄),2259987,163459,2096294,286047,9332,278087,19193,117481,84063,71554,111557,21135,78283,81378,87578,574506,123692,73114,76346
강원특별자치도,홍천군,2021,2015년 기준년가격(연쇄),2312940,161798,2151040,267553,8315,286264,20766,111235,81504,69166,119675,22117,85332,83539,77480,621636,126224,73433,91052
강원특별자치도,횡성군,2019,2015년 기준년가격(연쇄),1705709,139217,1566270,305282,6336,364922,23378,121858,64912,44639,48786,17240,42876,57711,37748,232667,96349,42216,63284
강원특별자치도,횡성군,2020,2015년 기준년가격(연쇄),1676904,144880,1531538,294874,4742,367313,20988,100669,56986,47623,40452,19163,45420,56754,34854,252496,95484,44452,53933
강원특별자치도,횡성군,2021,2015년 기준년가격(연쇄),1711264,148905,1561833,294776,5789,411725,21421,70259,54628,50573,45545,21020,50169,57631,36030,243186,93310,47294,67078
강원특별자치도,영월군,2019,2015년 기준년가격(연쇄),1247412,89619,1157744,60966,94972,193686,63001,73595,42971,36216,34670,11995,34201,43302,46775,235402,88740,49143,50791
강원특별자치도,영월군,2020,2015년 기준년가격(연쇄),1202083,90124,1111879,73706,60649,191549,54665,71777,41528,25630,29550,11620,36807,42029,49945,241578,85533,49784,38641
강원특별자치도,영월군,2021,2015년 기준년가격(연쇄),1243386,92735,1150573,78384,65882,182013,51921,88111,40161,27165,32602,11894,38478,42996,51294,244439,87152,50730,45287
강원특별자치도,평창군,2019,2015년 기준년가격(연쇄),1275237,85528,1189700,166307,4405,63803,33649,92770,56530,35208,132713,30781,50549,60420,74731,213856,83357,36874,68452
강원특별자치도,평창군,2020,2015년 기준년가격(연쇄),1236661,87382,1149236,161748,3865,69554,25871,93194,55462,34490,113883,30934,54768,57973,67245,222778,81783,37352,51629
강원특별자치도,평창군,2021,2015년 기준년가격(연쇄),1268606,86531,1182066,179871,3978,71005,23242,87256,53818,33554,116464,32278,59952,58434,68974,227088,83416,37068,55119
강원특별자치도,정선군,2019,2015년 기준년가격(연쇄),1255869,85637,1170162,80021,79910,57746,9794,68846,41105,25045,77586,12789,44225,50141,84277,191932,79200,39989,236806
강원특별자치도,정선군,2020,2015년 기준년가격(연쇄),1134042,80009,1053916,69041,69690,55003,7044,73688,35031,20853,55470,13502,47555,46141,77519,198337,78165,45346,169114
강원특별자치도,정선군,2021,2015년 기준년가격(연쇄),1162989,78776,1084218,76726,65617,54403,9081,66856,33425,21581,58478,13353,52453,45052,76827,196426,79385,47994,193579
강원특별자치도,철원군,2019,2015년 기준년가격(연쇄),1907544,114781,1792754,423364,-,95158,11291,70723,44446,11452,30601,18327,42927,44033,21016,831066,90482,50089,53045
강원특별자치도,철원군,2020,2015년 기준년가격(연쇄),1979469,122243,1856980,506337,-,97311,9929,88072,40762,8810,26628,23668,47252,43071,22375,846019,89627,47404,43077
강원특별자치도,철원군,2021,2015년 기준년가격(연쇄),2156811,121949,2035729,606558,-,79997,12782,89738,39324,7897,29399,26866,48399,43017,22447,955139,93273,47711,50571
강원특별자치도,화천군,2019,2015년 기준년가격(연쇄),1304671,68172,1236623,96028,-,21210,12681,46769,19804,8200,19346,12300,19142,30888,9976,838709,53147,22684,30629
강원특별자치도,화천군,2020,2015년 기준년가격(연쇄),1304200,68508,1235787,99395,-,14825,14266,53097,18353,5977,15928,11622,21265,29959,8904,851512,53208,22929,20230
강원특별자치도,화천군,2021,2015년 기준년가격(연쇄),1429900,69062,1361693,103059,-,14724,12785,57432,18026,6174,17645,11664,22572,30626,8503,960370,54188,21944,23178
강원특별자치도,양구군,2019,2015년 기준년가격(연쇄),980936,53080,927934,163429,2969,23188,7192,60429,22329,5643,19596,9891,19623,23929,12171,462722,59608,24629,23707
강원특별자치도,양구군,2020,2015년 기준년가격(연쇄),956920,52125,904843,156615,2667,20361,6571,46148,19216,4253,15698,9074,22378,22795,10813,478891,57010,25548,18302
강원특별자치도,양구군,2021,2015년 기준년가격(연쇄),1025902,51714,974759,188136,2185,18419,6301,43683,18378,4106,16294,9699,24665,23126,11243,522758,58941,25641,21698
강원특별자치도,인제군,2019,2015년 기준년가격(연쇄),1461044,84716,1376314,86662,1432,37562,10153,141740,38745,23744,34718,9481,40428,32242,23735,743763,69655,31210,48179
강원특별자치도,인제군,2020,2015년 기준년가격(연쇄),1511153,89531,1421501,97073,1955,38597,8798,176336,34545,21626,29268,8602,41561,32141,26951,762524,67398,31952,36169
강원특별자치도,인제군,2021,2015년 기준년가격(연쇄),1530877,81628,1450005,103560,1464,34399,8559,104314,33991,20288,31925,9328,41809,34070,25804,851448,70407,31611,43472
강원특별자치도,고성군,2019,2015년 기준년가격(연쇄),1089943,67692,1022235,70413,5168,46128,6672,110219,29832,8384,75635,2844,29582,30103,27954,427377,80364,28382,39129
강원특별자치도,고성군,2020,2015년 기준년가격(연쇄),1142357,73885,1068305,64524,8918,42393,5556,170383,26913,7757,64217,2988,30326,32418,28380,431562,79849,28770,33116
강원특별자치도,고성군,2021,2015년 기준년가격(연쇄),1158144,70630,1087704,60520,6213,42336,5998,131318,29086,8892,77119,3748,32320,34568,31801,468715,80475,27994,40038
강원특별자치도,양양군,2019,2015년 기준년가격(연쇄),986049,66222,919809,46961,11788,41286,20391,91481,38814,39946,77273,9191,32426,44411,25360,322058,45145,27214,48380
강원특별자치도,양양군,2020,2015년 기준년가격(연쇄),954108,65345,888708,41474,13588,40012,37676,84034,33165,37087,63487,8129,34899,42414,22934,324396,45773,27667,40058
강원특별자치도,양양군,2021,2015년 기준년가격(연쇄),1016996,67198,949858,40420,13779,39977,36041,97890,32423,34733,72250,8213,37948,43953,23590,352290,45934,26860,49248
울산광역시,울산광역시,2019,2015년 기준년가격(연쇄),72024599,12584967,59449417,136186,77043,36796264,1976375,2303180,1775259,1777136,856966,542454,1453986,2375210,3134466,1558497,2166245,1656806,954738
울산광역시,울산광역시,2020,2015년 기준년가격(연쇄),67136435,11214409,55956501,129266,53927,33675356,2330972,2089984,1758632,1691009,704293,592338,1512915,2404783,2974335,1629030,2043551,1678608,910613
울산광역시,울산광역시,2021,2015년 기준년가격(연쇄),69523277,11888126,57645293,146990,50098,35091260,2314509,1865790,1680200,1736887,708373,627010,1569288,2435434,3126669,1688843,2166029,1761065,938405
울산광역시,중구,2019,2015년 기준년가격(연쇄),4645647,293311,4352548,2472,0,89729,344634,154027,361710,128114,139976,113643,235507,439805,900399,479321,515148,289241,147696
울산광역시,중구,2020,2015년 기준년가격(연쇄),4300831,236493,4065566,2171,0,92874,388754,145196,218457,25474,79355,135790,216001,438344,808104,477228,641071,302130,103459
울산광역시,중구,2021,2015년 기준년가격(연쇄),4321602,244738,4077829,2822,0,75345,386312,93824,206238,22575,80246,142476,220946,448911,818671,498393,666330,310803,114748
울산광역시,남구,2019,2015년 기준년가격(연쇄),27987533,7121405,20858238,8431,8452,12826451,645345,599425,700586,930349,303839,197364,744123,883373,1014477,369289,659392,667863,348880
울산광역시,남구,2020,2015년 기준년가격(연쇄),26076120,6613180,19456993,9643,199,11303544,776212,543904,763594,928400,257928,201025,868355,782979,1039522,382247,642067,648716,382554
울산광역시,남구,2021,2015년 기준년가격(연쇄),26943844,6763774,20183368,10995,5019,11868346,677217,729142,698851,915303,258839,200140,885732,813638,1163723,395294,535904,678476,373175
울산광역시,동구,2019,2015년 기준년가격(연쇄),8066831,472941,7601694,9587,0,5149066,239933,46737,160803,79642,122433,56072,156731,295034,444725,170241,230409,354342,118696
울산광역시,동구,2020,2015년 기준년가격(연쇄),6724571,327524,6408359,9042,0,4243535,273690,76896,120528,15926,103390,65386,143346,289964,268899,168305,260673,345758,73169
울산광역시,동구,2021,2015년 기준년가격(연쇄),6014270,334065,5688777,6107,0,3614236,266650,66391,104964,14764,89052,65902,137088,304155,248712,167341,189324,388470,74622
울산광역시,북구,2019,2015년 기준년가격(연쇄),13056258,728242,12344705,18994,1303,8777577,314309,1085776,246121,182228,115645,89873,150631,336121,223170,188947,281258,147107,128438
울산광역시,북구,2020,2015년 기준년가격(연쇄),12249616,804505,11457239,16523,983,8221988,382717,475351,332554,140458,133491,88617,148794,404747,416930,203972,237359,186931,101515
울산광역시,북구,2021,2015년 기준년가격(연쇄),12848327,808287,12054219,21285,439,8812376,367269,258915,343681,228139,146477,97179,172466,420981,461825,219264,274761,180523,108103
울산광역시,울주군,2019,2015년 기준년가격(연쇄),18310871,3969069,14329835,95961,67616,9959145,427237,408175,306024,450722,174882,85504,167501,420853,551262,348329,479895,198270,212220
울산광역시,울주군,2020,2015년 기준년가격(연쇄),17799560,3232707,14581415,91284,53518,9777522,502404,842299,323547,605031,129988,101479,135400,488560,448226,395741,262407,195114,245463
울산광역시,울주군,2021,2015년 기준년가격(연쇄),19469950,3737262,15723347,104856,45135,10754867,617161,713236,326524,564830,133364,120725,153191,447606,442985,407040,499382,202662,262979
대전광역시,대전광역시,2019,2015년 기준년가격(연쇄),40684092,2716620,37966536,35167,1878,6518389,585233,1591750,2913690,976532,1049975,1413203,2151396,3513758,6682590,3735056,2804091,2756856,1285979
