area_id,area_name,GRDP
48870_2018,Hamyang-gun,1012.8
48880_2018,Geochang-gun,1582.1
48890_2018,Hapcheon-gun,1120.5
50110_2018,Jeju-si,14343.7
50130_2018,Seogwipo-si,5707.4
11110_2021,Jongno-gu,35719.5
11140_2021,Jung-gu,61342.7
11170_2021,Yongsan-gu,13294.6
11200_2021,Seongdong-gu,13999.9
11215_2021,Gwangjin-gu,6555.0
11230_2021,Dongdaemun-gu,7711.3
11260_2021,Jungnang-gu,4860.2
11290_2021,Seongbuk-gu,6371.9
11305_2021,Gangbuk-gu,3463.0
11320_2021,Dobong-gu,3490.7
11350_2021,Nowon-gu,6728.4
11380_2021,Eunpyeong-gu,5112.2
11410_2021,Seodaemun-gu,9039.1
11440_2021,Mapo-gu,21399.3
11470_2021,Yangcheon-gu,7356.1
11500_2021,Gangseo-gu,18347.6
11530_2021,Guro-gu,14663.4
11545_2021,Geumcheon-gu,17801.0
11560_2021,Yeongdeungpo-gu,44265.9
11590_2021,Dongjak-gu,6712.9
11620_2021,Gwanak-gu,6347.6
11650_2021,Seocho-gu,38335.7
11680_2021,Gangnam-gu,77924.0
11710_2021,Songpa-gu,31834.3
11740_2021,Gangdong-gu,9364.1
26110_2021,Jung-gu,3589.5
26140_2021,Seo-gu,3476.2
26170_2021,Dong-gu,4360.4
26200_2021,Yeongdo-gu,2697.1
26230_2021,Busanjin-gu,9061.7
26260_2021,Dongnae-gu,4319.2
26290_2021,Nam-gu,7907.8
26320_2021,Buk-gu,3322.1
26350_2021,Haeundae-gu,9174.8
26380_2021,Saha-gu,7139.5
26410_2021,Geumjeong-gu,4656.6
26440_2021,Gangseo-gu,15703.3
26470_2021,Yeonje-gu,6408.4
26500_2021,Suyeong-gu,2957.4
26530_2021,Sasang-gu,6444.2
26710_2021,Gijang-gun,6587.5
27110_2021,Jung-gu,6108.4
27140_2021,Dong-gu,7974.3
27170_2021,Seo-gu,4188.7
27200_2021,Nam-gu,2927.4
27230_2021,Buk-gu,9542.6
27260_2021,Suseong-gu,8919.3
27290_2021,Dalseo-gu,12790.8
27710_2021,Dalseong-gun,8535.7
28110_2021,Jung-gu,14922.5
28140_2021,Dong-gu,4375.5
28177_2021,Yeonsu-gu,8092.8
28185_2021,Namdong-gu,13157.7
28200_2021,Bupyeong-gu,17562.7
28237_2021,Gyeyang-gu,10937.1
28245_2021,Seo-gu,5128.9
28260_2021,Michuhol-gu,21789.8
28710_2021,Ganghwa-gun,1770.1
28720_2021,Ongjin-gun,933.3
29110_2021,Dong-gu,3783.7
29140_2021,Seo-gu,10368.1
29155_2021,Nam-gu,3399.6
29170_2021,Buk-gu,11129.2
29200_2021,Gwangsan_gu,15062.0
30110_2021,Dong-gu,3686.3
30140_2021,Jung-gu,5299.8
30170_2021,Seo-gu,13191.4
30200_2021,Yuseong-gu,16471.7
30230_2021,Daedeok-gu,8067.4
31110_2021,Jung-gu,4681.2
31140_2021,Nam-gu,32334.0
31170_2021,Dong-gu,5645.1
31200_2021,Buk-gu,12437.1
31710_2021,Ulju-gun,22876.4
36110_2021,Sejong_teugbyeoljachi-si,13971.6
41110_2021,Suwon-si,35684.7
41130_2021,Seongnam-si,50302.7
41150_2021,Uijeongbu-si,7388.6
41170_2021,Anyang-si,18439.9
41190_2021,Bucheon-si,17940.6
41210_2021,Gwangmyeong-si,8074.5
41220_2021,Pyeongtaek-si,35038.8
41250_2021,Dongducheon-si,1793.0
41270_2021,Ansan-si,25717.4
41280_2021,Goyang-si,22617.0
41290_2021,Gwacheon-si,4650.5
41310_2021,Guri-si,3611.2
41360_2021,Namyangju-si,13099.9
41370_2021,Osan-si,6031.9
41390_2021,Siheung-si,17801.8
41410_2021,Gunpo-si,7329.6
41430_2021,Uiwang-si,4127.7
41450_2021,Hanam-si,8087.9
41460_2021,Yongin-si,35308.9
41480_2021,Paju-si,23932.2
41500_2021,Icheon-si,28534.4
41550_2021,Anseong-si,10237.4
41570_2021,Gimpo-si,15460.1
41590_2021,Hwaseong-si,91041.7
41610_2021,Gwangju-si,10821.8
41630_2021,Yangju-si,7636.7
41650_2021,Pocheon-si,7496.1
41670_2021,Yeoju-si,4663.0
41800_2021,Yeoncheon-gun,1879.5
41820_2021,Gapyeong-gun,1985.7
41830_2021,Yangpyeong-gun,2475.9
42110_2021,Chuncheon-si,8462.4
42130_2021,Wonju-si,9573.3
42150_2021,Gangneung-si,6321.5
42170_2021,Donghae-si,3353.3
42190_2021,Taebaek-si,1020.3
42210_2021,Sokcho-si,1960.0
42230_2021,Samcheok-si,2805.1
42720_2021,Hongcheon-gun,2529.3
42730_2021,Hoengseong-gun,1834.2
42750_2021,Yeongwol-gun,1347.7
42760_2021,Pyeongchang-gun,1457.9
42770_2021,Jeongseon-gun,1333.9
42780_2021,Cheorwon-gun,2201.4
42790_2021,Hwacheon-gun,1641.9
42800_2021,Yanggu-gun,1104.9
42810_2021,Inje-gun,1767.0
42820_2021,Goseong-gun,1339.2
42830_2021,Yangyang-gun,1153.9
43110_2021,Chungju-si,7846.3
43130_2021,Jecheon-si,3421.5
43150_2021,Cheongju-si,38651.3
43720_2021,Boeun-gun,1220.8
43730_2021,Okcheon-gun,1498.4
43740_2021,Yeongdong-gun,1263.5
43745_2021,Jincheon-gun,8105.4
43750_2021,Goesan-gun,1518.1
43760_2021,Eumseong-gun,9243.8
43770_2021,Danyang-gun,1193.2
43800_2021,Jeungpyeong-gun,1327.2
44130_2021,Cheonan-si,27894.7
44150_2021,Gongju-si,4080.7
44180_2021,Boryeong-si,3852.1
44200_2021,Asan-si,31554.8
44210_2021,Seosan-si,20114.0
44230_2021,Nonsan-si,4401.4
44250_2021,Gyeryong-si,1710.9
44270_2021,Dangjin-si,13246.7
44710_2021,Geumsan-gun,2310.9
44760_2021,Buyeo-gun,2051.0
44770_2021,Seocheon-gun,2406.9
44790_2021,Cheongyang-gun,1320.4
44800_2021,Hongseong-gun,3917.3
44810_2021,Yesan-gun,3897.5
44825_2021,Taean-gun,2657.3
45110_2021,Jeonju-si,16011.0
45130_2021,Gunsan-si,10507.9
45140_2021,Iksan-si,8665.0
45180_2021,Jeongeup-si,3533.4
45190_2021,Namwon_si,1911.9
45210_2021,Gimje-si,3289.0
45710_2021,Wanju-gun,5233.9
45720_2021,Jinan-gun,658.4
45730_2021,Muju-gun,753.2
45740_2021,Jangsu-gun,580.3
45750_2021,Imsil-gun,880.1
45770_2021,Sunchang-gun,776.1
45790_2021,Gochang-gun,1670.4
45800_2021,Buan-gun,1485.5
46110_2021,Mokpo-si,4594.1
46130_2021,Yeosu-si,30567.0
46150_2021,Suncheon-si,6384.0
46170_2021,Naju-si,5380.7
46230_2021,Gwangyang-si,13834.4
46710_2021,Damyang-gun,1552.6
46720_2021,Gokseong-gun,1154.4
46730_2021,Gurye-gun,616.4
46770_2021,Goheung-gun,1644.3
46780_2021,Boseong-gun,1041.7
46790_2021,Hwasun-gun,1906.4
46800_2021,Jangheung-gun,1091.6
46810_2021,Gangjin-gun,1012.2
46820_2021,Haenam-gun,2336.8
46830_2021,Yeongam-gun,3280.5
46840_2021,Muan-gun,3558.8
46860_2021,Hampyeong-gun,1108.8
46870_2021,Yeonggwang-gun,1930.1
46880_2021,Jangseong-gun,2071.9
46890_2021,Wando-gun,1183.0
46900_2021,Jindo-gun,925.9
46910_2021,Sinan-gun,1208.3
47110_2021,Pohang-si,23796.2
47130_2021,Gyeongju-si,11434.2
47150_2021,Gimcheon-si,5813.0
47170_2021,Andong-si,5810.2
47190_2021,Gumi-si,26381.0
47210_2021,Yeongju-si,3395.4
47230_2021,Yeongcheon-si,4272.7
47250_2021,Sangju-si,2746.8
47280_2021,Mungyeong-si,1858.2
47290_2021,Gyeongsan-si,8312.9
47720_2021,Gunwi-gun,999.0
47730_2021,Uiseong-gun,1481.3
47750_2021,Cheongsong-gun,760.1
47760_2021,Yeongyang-gun,495.9
