area_name,population,area_id
Hlavní_město_Praha,1308632.0,3018
Středočeský_kraj,1369332.0,3026
Jihočeský_kraj,642133.0,3034
Plzeňský_kraj,584672.0,3042
Karlovarský_kraj,294896.0,3051
Ústecký_kraj,820789.0,3069
Liberecký_kraj,442356.0,3077
Královéhradecký_kraj,551021.0,3085
Pardubický_kraj,520316.0,3093
Kraj_Vysočina,509274.0,3107
Jihomoravský_kraj,1187667.0,3115
Olomoucký_kraj,632492.0,3123
Zlínský_kraj,582921.0,3131
Moravskoslezský_kraj,1203299.0,3140
