area_name,population,area_id
Budapest,1722363.0,01
Pest,1270416.0,13
Fejér,417568.0,07
Komárom-Esztergom,301371.0,11
Veszprém,341367.0,19
Győr-Moson-Sopron,457331.0,08
Vas,249429.0,18
Zala,266827.0,20
Baranya,363203.0,02
Somogy,299253.0,14
Tolna,215946.0,17
Borsod-Abaúj-Zemplén,644955.0,05
Heves,293185.0,10
Nógrád,187045.0,12
Hajdú-Bihar,525661.0,09
Jász-Nagykun-Szolnok,368531.0,16
Szabolcs-Szatmár-Bereg,545799.0,15
Bács-Kiskun,501836.0,03
Békés,329742.0,04
Csongrád-Csanád,398444.0,06
