area_name,GRDP,area_id
Bratislavský,26559.8,1
Trnavský,11060.43,2
Trenčiansky,8160.91,3
Nitriansky,10023.67,4
Žilinský,10700.92,5
Banskobystrický,8097.64,6
Prešovský,8732.32,7
Košický,11094.05,8
