area_name,population,area_id
Bratislavský,659598.0,1
Trnavský,563591.0,2
Trenčiansky,585882.0,3
Nitriansky,676672.0,4
Žilinský,691368.0,5
Banskobystrický,647874.0,6
Prešovský,825022.0,7
Košický,800414.0,8
